assortiativity_out_in,assortiativity_out_out,assortiativity_in_in,assortiativity_in_out,avg_clustering_dir,avg_clustering_undir,avg_degree,avg_path_dir,avg_path_undir,density,diameter,diameter_undir,nb_edges,nb_nodes,graph_id
-0.1905,-0.0297,-0.092,-0.014,0.0357,0.0709,4.5065,4.9066,3.2444,0.0014718,14,7,3452,1532,70
-0.1009,-0.0107,-0.0025,0.0215,0.0563,0.1125,4.5065,4.2935,3.2831,0.0014718,12,8,3452,1532,79
-0.1575,-0.0178,0.0468,-0.025,0.0448,0.0841,4.5065,4.48,3.3068,0.0014718,13,7,3452,1532,68
-0.1282,-0.0109,-0.0078,-0.0158,0.0572,0.1145,4.5078,4.8325,3.2407,0.0014722,13,9,3453,1532,83
-0.0623,-0.0186,-0.0126,0.013,0.0527,0.1035,4.5065,5.828,3.3022,0.0014718,16,7,3452,1532,76
-0.1968,-0.0103,-0.054,0.0291,0.0512,0.1003,4.5065,4.5628,3.2267,0.0014718,13,8,3452,1532,59
-0.1356,-0.0206,-0.0353,-0.0048,0.0524,0.1018,4.5078,4.863,3.2724,0.0014722,15,8,3453,1532,63
0.0247,0.0011,-0.0524,-0.0254,0.063,0.126,4.5065,5.9456,3.2924,0.0014718,19,7,3452,1532,81
-0.0824,-0.0277,0.0902,-0.0084,0.0467,0.0857,4.5065,5.7512,3.3608,0.0014718,14,7,3452,1532,64
-0.1363,-0.0057,-0.0341,-0.0087,0.0695,0.1266,4.5078,5.5851,3.2594,0.0014722,15,8,3453,1532,22
-0.0611,0.003,0.0519,0.0071,0.0711,0.1327,4.5065,5.3195,3.3001,0.0014718,14,7,3452,1532,75
0.0459,-0.0167,-0.0133,0.0154,0.0467,0.0906,4.5078,4.3329,3.2963,0.0014722,12,7,3453,1532,52
0.0751,0.0109,0.0778,-0.0149,0.0785,0.1284,4.5065,5.7323,3.3633,0.0014718,18,7,3452,1532,61
0.0079,-0.0117,0.0367,0.0003,0.0593,0.1176,4.5104,5.7301,3.3793,0.001473,16,8,3455,1532,26
0.0035,-0.018,0.0429,-0.0083,0.0553,0.108,4.5078,4.5418,3.3092,0.0014722,12,8,3453,1532,69
-0.2128,-0.0277,0.0553,-0.0034,0.0399,0.0729,4.5065,5.8288,3.2681,0.0014718,15,7,3452,1532,23
-0.0759,-0.0171,-0.0615,-0.0155,0.0551,0.1036,4.5078,5.6002,3.3484,0.0014722,14,8,3453,1532,60
-0.1816,-0.0331,-0.063,0.018,0.0437,0.0861,4.5091,4.378,3.2817,0.0014726,12,7,3454,1532,89
-0.2267,-0.0087,-0.0655,0.0069,0.0588,0.0935,4.5065,5.7241,3.2111,0.0014718,13,8,3452,1532,78
-0.2177,-0.0303,0.0241,-0.0247,0.0368,0.071,4.5078,4.3005,3.2631,0.0014722,12,9,3453,1532,90
-0.1212,-0.0262,-0.0401,-0.0008,0.0449,0.0889,4.5091,4.9562,3.3269,0.0014726,12,9,3454,1532,73
0.0094,-0.0138,-0.0226,-0.0095,0.0546,0.108,4.5065,4.3178,3.2848,0.0014718,13,9,3452,1532,72
0.0008,-0.0179,0.063,-0.0066,0.0495,0.0989,4.5065,5.4105,3.3193,0.0014718,15,7,3452,1532,66
-0.1798,0.0163,0.0188,0.0095,0.072,0.1115,4.5065,6.2261,3.2402,0.0014718,14,8,3452,1532,77
-0.1004,-0.029,0.0149,0.0434,0.0401,0.0794,4.5091,4.4268,3.339,0.0014726,11,8,3454,1532,97
-0.0451,-0.0192,0.0144,-0.0088,0.0506,0.1013,4.5078,5.4813,3.3588,0.0014722,15,9,3453,1532,102
-0.0744,-0.016,-0.1003,-0.0094,0.048,0.0946,4.5065,5.0032,3.2849,0.0014718,14,8,3452,1532,91
0.0094,0.0162,0.0012,0.0014,0.0706,0.1317,4.5091,4.3363,3.3175,0.0014726,12,8,3454,1532,13
-0.1344,-0.0009,-0.0597,0.0068,0.0687,0.1159,4.5078,5.7568,3.2658,0.0014722,14,7,3453,1532,100
0.0112,0.0057,-0.0882,-0.0022,0.0588,0.1119,4.5078,4.4319,3.2846,0.0014722,12,9,3453,1532,55
-0.1998,-0.0211,-0.0685,0.0038,0.0496,0.0984,4.5078,6.1702,3.244,0.0014722,17,9,3453,1532,14
-0.0905,-0.0031,-0.0431,-0.0007,0.0578,0.095,4.5078,4.5349,3.2742,0.0014722,11,8,3453,1532,74
-0.0916,-0.0119,-0.0356,-0.0085,0.0542,0.108,4.5065,6.7667,3.2459,0.0014718,20,7,3452,1532,54
-0.1299,-0.021,0.0268,-0.0033,0.0462,0.0892,4.5078,5.4451,3.2982,0.0014722,14,8,3453,1532,56
-0.0666,-0.014,-0.0336,-0.0145,0.0517,0.1032,4.5065,5.4858,3.2461,0.0014718,15,8,3452,1532,105
-0.1927,-0.0076,0.0563,-0.0033,0.0633,0.1029,4.5065,5.3118,3.2628,0.0014718,15,8,3452,1532,103
-0.1344,-0.0117,0.0629,0.0214,0.0584,0.1154,4.5065,5.3593,3.3012,0.0014718,14,7,3452,1532,10
-0.1927,-0.0227,0.0184,0.0109,0.0476,0.0815,4.5065,5.2404,3.2762,0.0014718,13,7,3452,1532,115
-0.1567,-0.0051,-0.065,0.012,0.056,0.1101,4.5065,4.5653,3.2432,0.0014718,11,7,3452,1532,85
-0.1519,-0.0293,-0.0251,0.0043,0.0456,0.0913,4.5078,4.801,3.264,0.0014722,13,8,3453,1532,40
-0.1508,-0.0233,0.0322,-0.0016,0.0497,0.0917,4.5065,4.9268,3.2521,0.0014718,12,8,3452,1532,27
-0.1268,0.0008,-0.0843,0.0091,0.0647,0.1068,4.5065,5.0233,3.2592,0.0014718,14,7,3452,1532,34
-0.22,-0.0189,0.0191,-0.0044,0.0488,0.0965,4.5065,5.5712,3.2044,0.0014718,13,7,3452,1532,117
-0.1111,0.0312,-0.066,-0.0174,0.0699,0.1205,4.5065,3.1366,3.2495,0.0014718,10,7,3452,1532,11
-0.226,-0.0167,0.0484,0.0048,0.0557,0.103,4.5065,5.748,3.2215,0.0014718,17,7,3452,1532,96
-0.1618,-0.0282,-0.076,-0.009,0.0404,0.0755,4.5065,5.7597,3.2792,0.0014718,17,8,3452,1532,8
0.0036,0.0085,0.0123,0.027,0.0737,0.1423,4.5065,5.435,3.3132,0.0014718,15,8,3452,1532,17
-0.0095,-0.0198,0.0526,-0.0132,0.0549,0.107,4.5091,3.8597,3.3304,0.0014726,13,8,3454,1532,106
-0.0739,-0.0023,0.0164,-0.0188,0.0573,0.101,4.5078,3.5605,3.277,0.0014722,11,7,3453,1532,110
-0.179,-0.0009,-0.0065,-0.0171,0.052,0.1022,4.5065,6.3986,3.2203,0.0014718,17,8,3452,1532,87
-0.1539,-0.0149,-0.0799,-0.0133,0.049,0.0969,4.5091,5.3649,3.2104,0.0014726,15,8,3454,1532,38
-0.0867,-0.0003,0.0568,-0.0228,0.0656,0.1308,4.5065,3.5402,3.2751,0.0014718,10,8,3452,1532,93
-0.1912,-0.0097,-0.0745,-0.0054,0.0465,0.0854,4.5078,5.3042,3.2491,0.0014722,14,7,3453,1532,82
0.0032,0.0002,0.0275,-0.017,0.0519,0.0918,4.5065,5.4374,3.2684,0.0014718,14,8,3452,1532,108
-0.0464,-0.0112,-0.002,0.0113,0.0583,0.107,4.5065,5.249,3.3253,0.0014718,13,7,3452,1532,62
-0.2097,-0.0184,-0.0588,-0.0071,0.0561,0.1118,4.5065,6.5599,3.2123,0.0014718,16,7,3452,1532,37
-0.1418,0.0056,-0.0643,0.0192,0.0698,0.1218,4.5078,4.6769,3.2335,0.0014722,13,7,3453,1532,92
-0.0468,0.0008,-0.0343,-0.0144,0.0647,0.1278,4.5078,5.2393,3.2869,0.0014722,14,7,3453,1532,123
-0.0669,-0.0059,-0.0358,-0.012,0.0654,0.1293,4.5065,6.2,3.2776,0.0014718,17,7,3452,1532,126
0.0221,-0.0144,0.075,-0.0067,0.0598,0.1153,4.5078,4.7576,3.3138,0.0014722,15,7,3453,1532,21
-0.0496,-0.0196,0.0233,0.0121,0.06,0.1134,4.5065,5.1898,3.3833,0.0014718,14,8,3452,1532,42
0.0024,-0.0154,-0.1027,0.013,0.0488,0.0962,4.5078,4.7539,3.3472,0.0014722,12,8,3453,1532,36
-0.1723,-0.0168,-0.012,0.0459,0.0529,0.1059,4.5065,4.3676,3.2551,0.0014718,13,7,3452,1532,49
-0.1727,-0.0363,-0.0889,-0.0409,0.0424,0.0847,4.5078,4.7713,3.2596,0.0014722,13,8,3453,1532,4
0.0577,-0.0061,0.0689,0.0199,0.0619,0.1194,4.5065,4.1713,3.3296,0.0014718,14,7,3452,1532,46
-0.0479,-0.0127,0.0032,-0.0189,0.0588,0.1176,4.5078,5.0021,3.2561,0.0014722,13,7,3453,1532,35
-0.1272,-0.0076,-0.1191,0.0003,0.0555,0.1108,4.5078,4.7717,3.2562,0.0014722,14,8,3453,1532,122
-0.0134,-0.0235,0.0467,0.0218,0.0532,0.104,4.5065,4.4557,3.346,0.0014718,11,8,3452,1532,94
0.0228,0.0054,-0.0741,0.0206,0.0599,0.1076,4.5065,5.3281,3.3024,0.0014718,14,8,3452,1532,18
-0.1171,-0.0233,0.061,-0.0152,0.049,0.0969,4.5078,5.8862,3.3007,0.0014722,17,8,3453,1532,20
0.0457,0.0054,0.0062,-0.007,0.0686,0.1311,4.5065,6.2388,3.2502,0.0014718,16,7,3452,1532,44
0.0628,-0.0027,0.0201,0.0234,0.0631,0.1172,4.5065,4.7929,3.3148,0.0014718,12,8,3452,1532,31
-0.0241,-0.0087,0.0119,0.0068,0.0478,0.0941,4.5065,5.1699,3.2749,0.0014718,15,7,3452,1532,65
-0.1355,-0.0125,0.1231,-0.0207,0.0553,0.1097,4.5078,5.568,3.2916,0.0014722,14,8,3453,1532,114
-0.1114,0.0017,0.0321,-0.0221,0.0634,0.1244,4.5065,4.8093,3.2231,0.0014718,13,8,3452,1532,47
-0.0106,-0.0121,-0.0792,-0.03,0.0567,0.1073,4.5065,6.7869,3.2437,0.0014718,20,7,3452,1532,45
-0.1006,0.0051,0.0034,-0.0001,0.0674,0.11,4.5078,6.3856,3.2977,0.0014722,17,9,3453,1532,124
-0.219,-0.0192,0.0153,-0.02,0.0558,0.0958,4.5065,6.673,3.2203,0.0014718,19,7,3452,1532,24
0.0388,-0.0053,0.0515,-0.0083,0.069,0.1342,4.5065,3.7365,3.2722,0.0014718,12,7,3452,1532,28
-0.1133,-0.021,-0.0411,0.0337,0.0534,0.0963,4.5065,5.1298,3.3041,0.0014718,13,7,3452,1532,25
-0.0777,-0.0087,0.0178,-0.0077,0.0533,0.1047,4.5091,5.6142,3.2798,0.0014726,17,10,3454,1532,16
-0.1318,-0.0079,-0.0159,0.0104,0.0611,0.118,4.5065,4.2768,3.2511,0.0014718,11,7,3452,1532,86
-0.027,-0.0054,-0.0786,-0.0085,0.0702,0.1385,4.5065,4.7303,3.2366,0.0014718,14,8,3452,1532,15
-0.0987,0.0097,-0.0511,0.0182,0.0762,0.1279,4.5078,5.0837,3.2566,0.0014722,13,7,3453,1532,7
-0.257,-0.0021,-0.0675,-0.0254,0.0526,0.104,4.5065,5.3417,3.1994,0.0014718,14,8,3452,1532,48
-0.1088,-0.0198,-0.0616,0.0346,0.056,0.111,4.5091,5.3198,3.3234,0.0014726,14,8,3454,1532,12
-0.1999,-0.0082,-0.0496,0.0236,0.0559,0.0916,4.5065,4.6127,3.249,0.0014718,12,7,3452,1532,112
0.0558,0.0044,0.0308,-0.0037,0.0761,0.1409,4.5078,6.0861,3.2991,0.0014722,18,8,3453,1532,43
-0.1866,-0.0168,-0.0506,-0.009,0.0503,0.0947,4.5065,6.617,3.2784,0.0014718,18,8,3452,1532,41
-0.0083,-0.0082,0.0426,0.0198,0.0636,0.1221,4.5065,4.5653,3.2558,0.0014718,14,8,3452,1532,30
-0.1751,-0.0036,-0.0196,-0.0057,0.0549,0.1041,4.5065,5.62,3.2241,0.0014718,14,7,3452,1532,101
0.0221,-0.0058,-0.0201,-0.0043,0.061,0.1213,4.5078,4.3968,3.2688,0.0014722,13,8,3453,1532,99
0.0447,0.0175,0.0321,-0.0008,0.0833,0.1437,4.5065,4.8584,3.2747,0.0014718,13,8,3452,1532,58
0.0038,-0.008,0.021,-0.0315,0.0604,0.1195,4.5078,6.4948,3.2571,0.0014722,21,8,3453,1532,51
-0.1444,-0.0145,-0.0371,-0.0184,0.0553,0.1018,4.5091,4.3593,3.252,0.0014726,15,10,3454,1532,104
-0.003,-0.0304,0.0079,-0.0434,0.0448,0.0869,4.5065,4.4375,3.2984,0.0014718,13,8,3452,1532,32
-0.1952,-0.027,0.0073,0.0224,0.0486,0.0894,4.5065,5.5555,3.2708,0.0014718,17,7,3452,1532,107
-0.0374,-0.0091,-0.105,-0.0239,0.0506,0.095,4.5078,3.26,3.3106,0.0014722,12,8,3453,1532,111
-0.0148,-0.0053,0.051,-0.0025,0.0689,0.1227,4.5065,5.331,3.2617,0.0014718,17,7,3452,1532,119
0.0354,-0.0068,0.018,-0.0091,0.0633,0.1238,4.5078,4.5818,3.3139,0.0014722,14,8,3453,1532,80
0.0215,0.0056,0.0229,0.0047,0.0656,0.1291,4.5078,5.4647,3.3567,0.0014722,15,9,3453,1532,116
-0.2508,-0.028,-0.0475,0.0103,0.0432,0.0862,4.5078,4.7625,3.2324,0.0014722,12,8,3453,1532,88
-0.0557,-0.0108,0.009,0.0033,0.0558,0.103,4.5078,6.109,3.3152,0.0014722,18,9,3453,1532,118
-0.1856,-0.0076,-0.0536,-0.0116,0.0518,0.0946,4.5091,5.9482,3.249,0.0014726,17,8,3454,1532,113
-0.0181,-0.0008,-0.0532,-0.0472,0.0786,0.1526,4.5065,3.8194,3.1923,0.0014718,13,7,3452,1532,98
-0.2244,-0.0148,-0.0024,-0.0157,0.0474,0.0926,4.5078,6.2641,3.2252,0.0014722,15,8,3453,1532,109
-0.0289,0.0108,-0.0588,0.0281,0.0797,0.1513,4.5091,5.2595,3.2061,0.0014726,15,9,3454,1532,19
0.0577,-0.0127,0.1228,0.0065,0.0547,0.1063,4.5078,4.4615,3.3306,0.0014722,12,8,3453,1532,121
-0.1658,-0.0216,0.0149,-0.0123,0.0428,0.0816,4.5065,6.1211,3.3103,0.0014718,16,8,3452,1532,95
0.0051,0.0069,0.0204,0.0075,0.082,0.1317,4.5078,7.0044,3.3562,0.0014722,20,9,3453,1532,120
-0.0159,-0.0052,-0.0219,-0.0121,0.0571,0.1083,4.5065,5.2039,3.2716,0.0014718,13,7,3452,1532,67
-0.1164,-0.0129,-0.0743,-0.0064,0.051,0.102,4.5065,5.5728,3.3052,0.0014718,16,7,3452,1532,127
-0.1749,-0.0113,-0.1296,-0.017,0.0482,0.0964,4.5065,5.5396,3.2505,0.0014718,18,7,3452,1532,243
-0.163,-0.0058,-0.0577,-0.0217,0.0617,0.1017,4.5078,7.324,3.2407,0.0014722,20,8,3453,1532,128
-0.0655,-0.0243,-0.0003,-0.0355,0.0508,0.1016,4.5065,3.7542,3.2647,0.0014718,11,8,3452,1532,129
-0.0437,-0.0188,-0.0183,0.0088,0.0492,0.0975,4.5065,4.8626,3.3118,0.0014718,11,8,3452,1532,130
-0.1966,-0.0248,-0.0264,-0.018,0.0393,0.0777,4.5078,6.2646,3.2724,0.0014722,17,8,3453,1532,193
-0.1192,0.0114,-0.0742,-0.0184,0.0805,0.1336,4.5065,6.4426,3.2651,0.0014718,15,7,3452,1532,132
-0.1617,-0.003,0.0014,0.0064,0.0742,0.1114,4.5065,7.3642,3.2978,0.0014718,21,7,3452,1532,184
-0.1805,-0.0214,0.023,-0.0117,0.0424,0.0824,4.5091,4.8687,3.2328,0.0014726,12,8,3454,1532,131
0.0178,-0.0002,-0.0262,0.0056,0.0615,0.1156,4.5078,4.2092,3.318,0.0014722,12,8,3453,1532,202
0.02,-0.0128,0.0715,-0.0167,0.0646,0.1236,4.5091,5.4722,3.4245,0.0014726,13,8,3454,1532,135
-0.2231,-0.0341,0.0317,0.0029,0.034,0.0677,4.5065,5.6242,3.2545,0.0014718,16,8,3452,1532,136
-0.2305,-0.0068,-0.0382,-0.0067,0.0549,0.1076,4.5065,7.6077,3.1879,0.0014718,19,8,3452,1532,137
0.0008,-0.0054,-0.0123,-0.023,0.0634,0.1222,4.5078,4.6319,3.2607,0.0014722,12,8,3453,1532,133
0.0265,-0.0134,0.0048,0.001,0.0611,0.1187,4.5078,7.1296,3.2978,0.0014722,22,8,3453,1532,134
-0.1735,-0.0105,-0.1282,-0.0048,0.0547,0.1004,4.5065,4.4728,3.2405,0.0014718,13,7,3452,1532,145
-0.1033,-0.0241,-0.1547,-0.0329,0.0486,0.0846,4.5065,5.088,3.3131,0.0014718,14,7,3452,1532,163
-0.1566,0.0151,-0.0654,-0.0208,0.0715,0.1222,4.5065,4.4861,3.1984,0.0014718,14,8,3452,1532,138
-0.1119,-0.0163,-0.0372,0.0066,0.0471,0.0924,4.5078,4.6847,3.2806,0.0014722,13,7,3453,1532,139
-0.1878,-0.0186,-0.015,-0.0183,0.053,0.1061,4.5091,4.8341,3.243,0.0014726,11,9,3454,1532,142
0.0248,-0.0082,-0.0069,0.0004,0.068,0.127,4.5078,5.751,3.297,0.0014722,17,8,3453,1532,150
0.0052,-0.0011,-0.0561,-0.0164,0.0592,0.1081,4.5091,5.6128,3.2852,0.0014726,17,8,3454,1532,144
-0.0817,0.0052,0.0103,-0.0222,0.062,0.1161,4.5091,4.1355,3.2623,0.0014726,12,9,3454,1532,148
-0.115,-0.0218,0.0339,-0.0224,0.0492,0.0946,4.5065,6.6696,3.2769,0.0014718,17,7,3452,1532,151
-0.158,-0.0218,-0.0733,-0.0148,0.0484,0.0965,4.5065,5.3697,3.2568,0.0014718,14,8,3452,1532,141
-0.0342,-0.0169,0.0003,-0.0341,0.0566,0.1025,4.5078,7.6421,3.2923,0.0014722,22,8,3453,1532,153
-0.0196,-0.0065,-0.0035,-0.001,0.0497,0.0985,4.5078,5.6423,3.2836,0.0014722,15,8,3453,1532,149
-0.1353,-0.0218,-0.0603,0.0015,0.0493,0.0943,4.5091,4.5586,3.2705,0.0014726,15,9,3454,1532,162
0.0804,0.0075,0.0512,-0.0209,0.0709,0.1108,4.5065,3.9972,3.327,0.0014718,16,7,3452,1532,167
-0.225,-0.0247,-0.0103,-0.0113,0.0477,0.0943,4.5078,5.2049,3.24,0.0014722,13,8,3453,1532,140
-0.191,-0.0078,0.0529,-0.012,0.0522,0.1044,4.5091,5.3252,3.2197,0.0014726,16,8,3454,1532,171
-0.2094,-0.0166,-0.0704,0.0012,0.0468,0.0935,4.5078,6.2748,3.2233,0.0014722,19,8,3453,1532,147
-0.1891,-0.0144,-0.018,-0.018,0.0544,0.0989,4.5078,5.298,3.2528,0.0014722,14,7,3453,1532,172
-0.0545,0.0007,0.0403,0.0012,0.0593,0.1051,4.5065,5.1871,3.3418,0.0014718,12,7,3452,1532,157
0.0442,-0.0082,-0.0646,-0.0121,0.0543,0.1086,4.5078,6.644,3.289,0.0014722,19,8,3453,1532,165
-0.1622,0.0082,-0.0927,-0.0121,0.0663,0.1171,4.5065,4.1435,3.1937,0.0014718,11,7,3452,1532,178
-0.1728,0.0068,0.0055,0.0024,0.0586,0.1014,4.5078,3.5305,3.2378,0.0014722,10,7,3453,1532,214
0.0632,0.0008,0.0047,-0.014,0.0659,0.1303,4.5065,5.34,3.3304,0.0014718,16,7,3452,1532,155
-0.1087,-0.0004,-0.0333,0.0135,0.0696,0.1392,4.5065,5.7035,3.2773,0.0014718,15,7,3452,1532,166
-0.0609,-0.0087,-0.0383,0.0017,0.0613,0.1164,4.5078,5.1546,3.3019,0.0014722,13,8,3453,1532,146
-0.0179,-0.0139,-0.0257,-0.0105,0.0574,0.1146,4.5065,5.7297,3.261,0.0014718,15,8,3452,1532,143
-0.1582,-0.0189,-0.0213,-0.015,0.0474,0.0929,4.5078,5.3422,3.2738,0.0014722,16,8,3453,1532,169
-0.2304,-0.0141,-0.0281,-0.0092,0.0481,0.0962,4.5078,4.9624,3.2173,0.0014722,14,8,3453,1532,164
-0.1881,-0.0256,0.0456,-0.0209,0.0441,0.0882,4.5065,5.7742,3.2318,0.0014718,13,8,3452,1532,152
-0.1955,-0.0094,0.0056,-0.0308,0.0649,0.1299,4.5065,5.5152,3.2071,0.0014718,15,7,3452,1532,161
0.1037,-0.0057,0.1064,-0.0211,0.0618,0.1099,4.5078,5.1827,3.3984,0.0014722,15,8,3453,1532,181
-0.1618,-0.0148,-0.0343,-0.0311,0.0485,0.0965,4.5078,6.0359,3.2163,0.0014722,17,7,3453,1532,177
0.031,-0.0211,0.0738,-0.0124,0.0514,0.0996,4.5091,5.2973,3.3864,0.0014726,13,8,3454,1532,156
-0.1142,-0.0201,-0.0112,-0.0119,0.0498,0.0896,4.5065,5.1245,3.2766,0.0014718,13,7,3452,1532,230
-0.0732,0.008,-0.0832,-0.0023,0.0652,0.1171,4.5104,4.4123,3.2663,0.001473,12,10,3455,1532,179
-0.215,-0.0176,0.0137,0.0027,0.0442,0.085,4.5065,4.4485,3.251,0.0014718,12,8,3452,1532,188
-0.0201,-0.0184,0.0611,0.0202,0.0533,0.1058,4.5078,4.8148,3.2868,0.0014722,13,7,3453,1532,168
-0.0753,-0.001,-0.0814,-0.0068,0.0543,0.0898,4.5078,4.4424,3.2683,0.0014722,11,8,3453,1532,175
-0.1758,-0.0082,0.0363,0.0098,0.0579,0.1113,4.5065,5.2404,3.261,0.0014718,15,8,3452,1532,185
-0.1285,-0.0136,-0.0558,0.0231,0.0515,0.1021,4.5065,4.7621,3.2649,0.0014718,15,8,3452,1532,173
-0.0644,-0.0093,-0.0726,0.0148,0.0572,0.1103,4.5078,3.6686,3.2662,0.0014722,10,8,3453,1532,200
-0.1258,-0.0026,0.0487,-0.0015,0.0542,0.1049,4.5065,3.3971,3.2233,0.0014718,11,8,3452,1532,160
0.0199,-0.0171,0.0039,0.0275,0.0496,0.0936,4.5078,4.6305,3.3662,0.0014722,16,8,3453,1532,174
0.0976,0.0048,0.0477,0.013,0.0707,0.1333,4.5078,4.6961,3.4064,0.0014722,11,9,3453,1532,158
-0.1065,-0.0095,-0.0828,0.0206,0.0625,0.1026,4.5065,4.6811,3.294,0.0014718,13,8,3452,1532,190
-0.0059,-0.0034,-0.0334,-0.0069,0.0603,0.1046,4.5091,6.3096,3.2638,0.0014726,19,8,3454,1532,170
-0.2293,-0.03,-0.0258,0.0037,0.0424,0.0793,4.5065,5.2047,3.2585,0.0014718,16,7,3452,1532,197
-0.1989,-0.0023,-0.0437,-0.0272,0.0551,0.1026,4.5065,5.2083,3.2009,0.0014718,13,8,3452,1532,182
-0.1537,0.0011,0.0172,-0.0062,0.0623,0.1191,4.5065,6.0631,3.2564,0.0014718,16,7,3452,1532,187
0.0046,0.0091,0.0047,-0.0162,0.0763,0.1326,4.5065,7.0009,3.2223,0.0014718,19,7,3452,1532,154
-0.1331,-0.0215,-0.0459,-0.0136,0.0508,0.1002,4.5065,5.1132,3.2812,0.0014718,13,7,3452,1532,176
-0.1847,0.0025,-0.0831,-0.0156,0.0649,0.124,4.5091,5.4429,3.2101,0.0014726,13,8,3454,1532,194
-0.0816,0.0146,0.0783,-0.0067,0.075,0.1389,4.5104,4.5253,3.2314,0.001473,14,9,3455,1532,205
-0.1329,-0.0248,-0.0606,0.0025,0.0462,0.0851,4.5065,5.6567,3.2616,0.0014718,20,8,3452,1532,191
0.0212,-0.0039,-0.0576,0.001,0.0719,0.1375,4.5078,5.3695,3.2841,0.0014722,17,9,3453,1532,198
-0.0297,-0.0123,-0.0694,0.0027,0.0617,0.1178,4.5065,5.7666,3.248,0.0014718,16,8,3452,1532,159
-0.2013,-0.0105,-0.0178,-0.0101,0.0588,0.1051,4.5065,6.0504,3.2383,0.0014718,17,8,3452,1532,192
-0.0497,-0.0117,-0.0136,-0.0129,0.0579,0.1157,4.5065,4.722,3.3154,0.0014718,15,7,3452,1532,203
-0.1858,-0.025,-0.0345,-0.0243,0.0442,0.0875,4.5078,5.9038,3.2571,0.0014722,15,9,3453,1532,199
-0.0536,-0.0162,-0.1011,-0.0132,0.0488,0.0908,4.5078,4.8687,3.3159,0.0014722,17,9,3453,1532,189
-0.0687,-0.006,-0.0788,-0.0236,0.0619,0.103,4.5078,5.2047,3.3173,0.0014722,16,7,3453,1532,206
-0.185,-0.0169,-0.0567,0.014,0.0448,0.0818,4.5078,5.0295,3.2618,0.0014722,17,8,3453,1532,215
-0.0905,-0.0233,-0.076,-0.0119,0.0478,0.0916,4.5078,5.1868,3.2941,0.0014722,15,8,3453,1532,210
-0.1838,-0.0243,-0.0274,0.0202,0.044,0.085,4.5078,5.4285,3.2789,0.0014722,14,8,3453,1532,213
-0.1527,0.0094,-0.0767,0.0266,0.0692,0.1124,4.5065,4.1538,3.2287,0.0014718,15,7,3452,1532,209
-0.0008,-0.0138,-0.0538,-0.0308,0.0538,0.1076,4.5065,6.2213,3.3471,0.0014718,16,7,3452,1532,219
-0.0798,-0.0068,-0.0174,-0.0278,0.0634,0.1227,4.5065,4.334,3.2502,0.0014718,14,7,3452,1532,183
-0.2181,-0.0036,-0.1059,-0.0226,0.0525,0.0886,4.5078,6.9417,3.199,0.0014722,18,7,3453,1532,204
-0.0363,-0.0193,-0.0902,0.0171,0.0464,0.09,4.5065,4.3969,3.3156,0.0014718,11,8,3452,1532,220
-0.0677,-0.0015,-0.0968,0.0019,0.0668,0.1166,4.5078,5.2347,3.3168,0.0014722,13,9,3453,1532,195
