assortiativity_out_in,assortiativity_out_out,assortiativity_in_in,assortiativity_in_out,avg_clustering_dir,avg_clustering_undir,avg_degree,avg_path_dir,avg_path_undir,density,diameter,diameter_undir,nb_edges,nb_nodes,graph_id
0.088,0.0025,0.0375,-0.0245,0.0218,0.0429,3.3729,2.8293,3.7842,0.0009909,9,9,2872,1703,15
-0.1988,0.0099,-0.0676,-0.0196,0.0213,0.0427,3.374,2.3383,3.6666,0.0009912,7,9,2873,1703,3
-0.0257,-0.0013,0.0756,-0.0175,0.0243,0.0486,3.374,2.7132,3.7598,0.0009912,9,9,2873,1703,2
-0.2082,-0.0098,-0.0136,-0.0063,0.0124,0.0248,3.3752,2.7813,3.6974,0.0009915,9,9,2874,1703,7
-0.0651,0.0127,0.0742,-0.0185,0.0218,0.0424,3.3717,2.2932,3.7258,0.0009905,7,9,2871,1703,9
-0.0495,-0.0024,-0.0025,-0.0,0.018,0.0339,3.3705,2.698,3.7459,0.0009902,7,8,2870,1703,29
-0.1341,0.0044,-0.0898,0.0188,0.0157,0.0314,3.3717,2.5217,3.7325,0.0009905,6,10,2871,1703,23
-0.0233,-0.0222,-0.09,-0.0045,0.0148,0.0296,3.3729,2.9043,3.7818,0.0009909,8,11,2872,1703,11
-0.1326,0.0184,-0.02,-0.0126,0.0176,0.0311,3.3729,2.0349,3.7199,0.0009909,6,10,2872,1703,44
-0.0727,0.0239,-0.0481,0.0101,0.0243,0.0462,3.3705,2.2194,3.6985,0.0009902,6,8,2870,1703,82
-0.1947,0.0114,-0.0639,-0.0057,0.0224,0.0449,3.3717,3.3386,3.6797,0.0009905,12,10,2871,1703,22
-0.1374,-0.0066,0.029,0.0048,0.0163,0.0326,3.3717,3.6095,3.7228,0.0009905,10,8,2871,1703,34
-0.1953,-0.0235,-0.0647,0.0061,0.0108,0.0201,3.3693,5.4564,3.7205,0.0009898,14,9,2869,1703,30
-0.0579,0.0047,-0.046,0.0089,0.0156,0.0287,3.374,3.1463,3.7655,0.0009912,10,9,2873,1703,1
-0.1878,0.0311,-0.0571,-0.0218,0.0185,0.0369,3.3752,2.0386,3.6373,0.0009915,7,8,2874,1703,63
-0.0481,0.0141,0.0919,0.0057,0.0247,0.0419,3.3705,2.3009,3.7592,0.0009902,8,9,2870,1703,14
0.0532,-0.0122,-0.0134,0.0016,0.0265,0.0524,3.3705,3.7614,3.7616,0.0009902,12,10,2870,1703,10
-0.0946,0.0138,0.0613,0.0011,0.0217,0.0433,3.374,2.7279,3.714,0.0009912,8,9,2873,1703,35
-0.1596,-0.0291,-0.0733,0.0023,0.0128,0.0249,3.3729,2.9485,3.772,0.0009909,8,10,2872,1703,8
-0.14,-0.0125,-0.0412,-0.0046,0.0166,0.0298,3.3764,2.7446,3.7847,0.0009919,8,11,2875,1703,24
-0.1529,-0.0302,0.1416,0.0112,0.0131,0.026,3.3717,3.8724,3.7688,0.0009905,10,9,2871,1703,20
-0.1664,-0.017,0.0063,-0.0253,0.0143,0.0287,3.3717,2.7768,3.7281,0.0009905,7,9,2871,1703,27
-0.1211,-0.0014,0.0502,-0.0262,0.0211,0.0421,3.374,2.4072,3.7116,0.0009912,7,9,2873,1703,21
-0.1378,0.0007,-0.0706,0.0017,0.0168,0.0336,3.3729,2.9679,3.7294,0.0009909,8,9,2872,1703,56
-0.0789,-0.025,-0.067,-0.0315,0.0162,0.0325,3.3752,2.9397,3.7897,0.0009915,8,9,2874,1703,68
0.0045,-0.0347,0.1622,-0.0174,0.0162,0.0325,3.3787,3.2002,3.8675,0.0009926,9,11,2877,1703,71
0.1066,-0.0027,0.0138,-0.0046,0.0226,0.0385,3.3717,2.6493,3.7881,0.0009905,9,8,2871,1703,62
-0.0599,-0.0073,-0.0056,0.0235,0.0182,0.0319,3.374,3.2999,3.746,0.0009912,10,9,2873,1703,51
-0.1252,0.006,0.1048,-0.0157,0.0163,0.0325,3.3729,2.217,3.7118,0.0009909,6,9,2872,1703,38
-0.0793,-0.0107,-0.0181,0.0011,0.0169,0.0333,3.3752,2.8359,3.7933,0.0009915,8,10,2874,1703,47
-0.0525,-0.0178,0.0135,0.0054,0.02,0.0399,3.3764,4.275,3.7877,0.0009919,13,10,2875,1703,45
-0.0167,0.0136,0.1379,-0.0108,0.0247,0.0483,3.374,2.8345,3.7331,0.0009912,8,8,2873,1703,74
-0.1498,-0.0321,-0.0804,-0.0015,0.0151,0.0268,3.374,2.9331,3.7398,0.0009912,8,9,2873,1703,66
-0.0667,-0.0028,-0.0636,-0.0254,0.017,0.0341,3.3729,3.0665,3.7287,0.0009909,10,8,2872,1703,54
-0.0238,-0.016,0.0121,-0.0075,0.0171,0.034,3.3752,2.7843,3.8107,0.0009915,8,10,2874,1703,52
-0.1453,-0.0111,-0.0993,-0.041,0.014,0.028,3.3717,1.9875,3.7153,0.0009905,6,8,2871,1703,55
-0.0529,-0.0049,0.0778,0.0185,0.0159,0.0299,3.3752,2.7742,3.7702,0.0009915,8,10,2874,1703,49
-0.1371,-0.0131,-0.0524,-0.0221,0.0148,0.0295,3.374,2.5031,3.7605,0.0009912,9,8,2873,1703,60
-0.1034,-0.009,-0.0574,0.0041,0.0211,0.0422,3.3752,2.8737,3.7444,0.0009915,9,10,2874,1703,73
-0.1372,0.0269,-0.0729,0.0124,0.0197,0.0381,3.3717,2.6092,3.7143,0.0009905,8,10,2871,1703,53
-0.1588,-0.0163,0.008,-0.014,0.0161,0.0266,3.3752,2.6605,3.7655,0.0009915,10,10,2874,1703,67
0.0118,-0.0098,-0.0215,-0.0065,0.0204,0.0409,3.374,2.6928,3.7451,0.0009912,8,8,2873,1703,33
-0.1,0.0195,0.0065,-0.007,0.0202,0.0403,3.3752,2.7839,3.6957,0.0009915,10,10,2874,1703,41
0.0319,0.0053,-0.1134,0.0017,0.0154,0.0307,3.3752,5.7452,3.7922,0.0009915,18,9,2874,1703,98
0.072,0.0169,-0.0224,0.0189,0.0251,0.0503,3.3729,3.1186,3.7628,0.0009909,8,10,2872,1703,64
0.007,-0.015,-0.0662,0.0079,0.0163,0.0326,3.3717,3.1379,3.7344,0.0009905,9,8,2871,1703,43
-0.0546,-0.0186,0.027,-0.0144,0.0207,0.0415,3.3729,3.4024,3.8133,0.0009909,9,10,2872,1703,42
-0.0173,0.0029,0.0549,0.0012,0.0234,0.0468,3.374,3.4453,3.7944,0.0009912,10,9,2873,1703,57
-0.126,-0.0082,-0.0949,-0.025,0.0154,0.0299,3.3764,2.1886,3.7444,0.0009919,7,10,2875,1703,36
0.0115,0.0216,0.0144,-0.0171,0.0224,0.0446,3.374,2.0427,3.7718,0.0009912,7,10,2873,1703,65
-0.1262,0.0234,-0.0231,-0.0128,0.0233,0.0413,3.3717,2.2942,3.6928,0.0009905,7,9,2871,1703,83
0.0652,0.0152,-0.0811,0.0088,0.0285,0.057,3.3717,2.5949,3.7314,0.0009905,8,10,2871,1703,75
-0.1913,-0.0068,-0.091,-0.0048,0.0168,0.0336,3.374,3.4343,3.7125,0.0009912,12,9,2873,1703,72
0.1642,-0.023,-0.0198,0.0009,0.0153,0.0289,3.3799,3.4431,3.8603,0.0009929,9,10,2878,1703,40
-0.0622,0.0163,-0.0157,0.0082,0.0218,0.0411,3.3705,2.4061,3.7214,0.0009902,7,9,2870,1703,87
0.1326,-0.0088,-0.0456,0.0079,0.0152,0.0304,3.3729,3.3186,3.8295,0.0009909,11,10,2872,1703,48
-0.0006,-0.019,-0.0435,0.044,0.0143,0.0285,3.3729,3.1018,3.808,0.0009909,9,10,2872,1703,93
-0.051,-0.0149,0.019,-0.0233,0.0179,0.0358,3.374,2.6852,3.7631,0.0009912,8,9,2873,1703,96
-0.0471,-0.0225,0.0176,-0.0081,0.0134,0.0242,3.374,2.6101,3.7996,0.0009912,8,9,2873,1703,81
-0.1509,0.0027,-0.0692,0.0021,0.013,0.026,3.3717,3.1084,3.699,0.0009905,10,8,2871,1703,50
-0.1854,-0.0062,-0.0601,0.011,0.0152,0.0297,3.3729,3.9958,3.7124,0.0009909,12,9,2872,1703,76
-0.1347,-0.0362,-0.0468,-0.0041,0.016,0.0315,3.3752,3.0312,3.7716,0.0009915,8,10,2874,1703,79
-0.1152,-0.0387,-0.0727,-0.0075,0.0106,0.0213,3.3729,3.0068,3.8229,0.0009909,9,9,2872,1703,70
-0.027,-0.0056,0.0227,-0.0124,0.0186,0.0371,3.3717,3.0497,3.81,0.0009905,9,11,2871,1703,85
-0.0199,-0.0091,0.0934,-0.0105,0.0142,0.0285,3.3764,2.947,3.7337,0.0009919,9,9,2875,1703,46
-0.149,0.0023,-0.0723,0.0333,0.0177,0.0354,3.3729,3.8455,3.6904,0.0009909,10,10,2872,1703,92
-0.1571,0.0049,-0.0568,0.0085,0.0183,0.0367,3.3752,3.8914,3.7282,0.0009915,11,10,2874,1703,69
-0.1158,0.0066,-0.1016,-0.0159,0.0228,0.0407,3.374,2.714,3.6895,0.0009912,8,9,2873,1703,89
-0.1708,-0.0604,0.0679,-0.0086,0.0095,0.019,3.3764,2.692,3.8039,0.0009919,8,10,2875,1703,78
-0.0226,0.0063,-0.0345,-0.0202,0.0189,0.0378,3.374,2.2333,3.738,0.0009912,6,9,2873,1703,80
0.019,0.0209,0.0384,-0.0254,0.0206,0.0411,3.374,2.927,3.6992,0.0009912,10,8,2873,1703,88
-0.0339,-0.0164,0.0455,-0.0119,0.0182,0.0364,3.3717,3.4557,3.7942,0.0009905,11,10,2871,1703,37
-0.1634,0.0202,0.005,0.0053,0.0203,0.0394,3.3764,2.6244,3.7245,0.0009919,10,10,2875,1703,115
0.0137,0.0008,0.0144,-0.0323,0.0207,0.0415,3.3717,2.1664,3.7763,0.0009905,6,10,2871,1703,32
-0.0543,0.0194,-0.0187,-0.01,0.0254,0.0509,3.3776,2.3962,3.7595,0.0009922,6,11,2876,1703,77
-0.1394,0.0335,-0.0539,0.0298,0.0264,0.0417,3.3717,2.8876,3.6907,0.0009905,9,8,2871,1703,97
-0.0521,-0.0225,-0.0025,-0.0393,0.0168,0.0337,3.3729,2.0146,3.7717,0.0009909,6,9,2872,1703,31
-0.1378,0.004,-0.1017,0.0077,0.0139,0.0214,3.3729,2.4805,3.712,0.0009909,7,8,2872,1703,118
0.0133,-0.0128,0.0304,0.0121,0.0135,0.0269,3.3717,3.4628,3.7874,0.0009905,10,9,2871,1703,110
-0.1643,-0.0153,-0.0462,-0.0227,0.0146,0.0292,3.374,2.5978,3.7413,0.0009912,7,11,2873,1703,116
-0.0331,0.009,-0.0502,-0.0028,0.0233,0.0466,3.3729,2.88,3.7044,0.0009909,9,10,2872,1703,95
0.0572,-0.0138,-0.0263,-0.0319,0.0156,0.0312,3.374,2.6526,3.7821,0.0009912,8,8,2873,1703,99
-0.2167,-0.0039,-0.0861,-0.0335,0.0133,0.0267,3.3776,2.0479,3.6766,0.0009922,7,9,2876,1703,86
-0.0426,-0.0008,0.0578,-0.0131,0.0205,0.041,3.3764,4.4288,3.7291,0.0009919,13,10,2875,1703,90
0.0525,0.032,-0.0294,-0.0224,0.0197,0.0393,3.3764,2.3114,3.7227,0.0009919,7,9,2875,1703,107
-0.1042,-0.0105,-0.0163,-0.0275,0.0179,0.0357,3.3752,2.4621,3.7628,0.0009915,7,10,2874,1703,105
-0.1612,0.0198,-0.0565,0.036,0.0229,0.0456,3.3705,2.9302,3.7136,0.0009902,7,10,2870,1703,108
0.0215,-0.008,0.1019,-0.026,0.0153,0.0298,3.374,2.0823,3.7861,0.0009912,6,9,2873,1703,100
0.0423,-0.0191,0.0447,-0.0082,0.015,0.0289,3.3729,2.8082,3.8059,0.0009909,9,10,2872,1703,119
-0.0766,0.0196,-0.0676,-0.0044,0.0219,0.0437,3.374,2.4997,3.7016,0.0009912,7,9,2873,1703,94
-0.0161,0.0192,-0.025,-0.0134,0.0258,0.0516,3.3752,2.745,3.7701,0.0009915,10,10,2874,1703,112
-0.0318,-0.0258,0.0606,-0.0106,0.0112,0.0223,3.3764,2.8379,3.7811,0.0009919,9,10,2875,1703,114
0.011,-0.0044,0.0064,-0.0039,0.0159,0.0318,3.374,2.981,3.7592,0.0009912,9,8,2873,1703,103
-0.1204,0.0117,-0.0121,-0.0343,0.0209,0.0361,3.3752,1.9203,3.7174,0.0009915,5,11,2874,1703,104
0.0247,-0.0402,0.048,-0.0159,0.0166,0.0333,3.3752,2.5412,3.8579,0.0009915,7,11,2874,1703,91
-0.0962,0.0224,-0.0174,-0.0102,0.0258,0.0515,3.3717,2.8526,3.6929,0.0009905,9,9,2871,1703,124
-0.0445,-0.0101,-0.0285,-0.0369,0.0186,0.0371,3.3752,2.1844,3.7458,0.0009915,7,11,2874,1703,117
-0.06,-0.0289,-0.0642,-0.0217,0.0141,0.0281,3.3764,3.0257,3.7919,0.0009919,8,10,2875,1703,39
0.1307,-0.0072,0.0932,-0.0132,0.018,0.036,3.374,2.4167,3.8276,0.0009912,9,10,2873,1703,121
-0.029,0.0216,0.0125,-0.0067,0.0241,0.0465,3.3729,2.4379,3.6905,0.0009909,7,11,2872,1703,120
0.0112,0.0102,0.0277,0.003,0.0242,0.0484,3.374,3.1693,3.7473,0.0009912,9,9,2873,1703,84
-0.0884,-0.0317,-0.0092,-0.0052,0.0123,0.0245,3.374,4.3809,3.7647,0.0009912,12,9,2873,1703,111
-0.0634,0.0193,-0.0143,0.0076,0.0218,0.0385,3.3752,3.172,3.7405,0.0009915,9,10,2874,1703,101
-0.0779,-0.0196,0.0472,-0.0042,0.0163,0.0326,3.3764,2.7007,3.7859,0.0009919,8,10,2875,1703,102
0.0383,0.0017,0.0693,0.0009,0.0164,0.0328,3.374,2.4817,3.798,0.0009912,7,10,2873,1703,109
-0.1521,-0.0004,-0.0203,0.0126,0.0192,0.0376,3.3729,2.8455,3.6812,0.0009909,8,8,2872,1703,125
-0.063,-0.0143,-0.0066,0.0061,0.0131,0.0236,3.3752,3.2031,3.7628,0.0009915,9,10,2874,1703,123
0.0077,-0.0139,-0.0637,0.0156,0.0166,0.0331,3.3752,2.8257,3.745,0.0009915,9,8,2874,1703,113
0.1358,-0.0209,0.0101,0.021,0.0144,0.0289,3.3717,3.8292,3.8981,0.0009905,10,10,2871,1703,106
0.0224,-0.0031,-0.0175,0.0334,0.0199,0.0398,3.3764,4.5534,3.7571,0.0009919,11,10,2875,1703,126
-0.0811,0.0145,-0.0911,-0.0273,0.0283,0.0567,3.3752,2.7078,3.7452,0.0009915,8,10,2874,1703,247
-0.0462,-0.0132,0.0766,0.0449,0.021,0.0421,3.3729,5.0344,3.7517,0.0009909,13,9,2872,1703,127
-0.0275,0.0176,0.0312,-0.0082,0.0278,0.0498,3.374,2.6742,3.7791,0.0009912,8,10,2873,1703,128
0.0302,0.0009,0.0308,0.0352,0.0203,0.0405,3.3717,4.1657,3.7513,0.0009905,10,9,2871,1703,129
-0.0609,-0.0082,0.0478,0.0243,0.0142,0.0283,3.3776,2.9759,3.7579,0.0009922,8,10,2876,1703,130
-0.1252,0.0031,-0.0292,-0.0086,0.0206,0.0412,3.3729,2.8626,3.7246,0.0009909,8,9,2872,1703,132
0.0465,-0.0259,-0.0246,0.0001,0.0148,0.0296,3.3729,3.0462,3.8066,0.0009909,9,10,2872,1703,131
-0.1458,-0.0092,0.0036,-0.021,0.0131,0.0256,3.3729,2.5176,3.6885,0.0009909,7,8,2872,1703,133
-0.0702,-0.015,0.0037,0.0149,0.0155,0.0308,3.3729,2.99,3.7779,0.0009909,9,11,2872,1703,157
-0.0105,0.0025,-0.0614,0.0025,0.0289,0.0569,3.3787,2.4687,3.7743,0.0009926,8,9,2877,1703,138
-0.015,-0.0314,0.0196,0.0212,0.0136,0.0265,3.3729,2.8887,3.8197,0.0009909,8,8,2872,1703,135
-0.0887,-0.0201,-0.0251,-0.0216,0.0114,0.0228,3.3729,2.7455,3.7681,0.0009909,8,9,2872,1703,140
-0.0038,0.0217,0.1369,0.0099,0.0224,0.0444,3.3764,2.4838,3.7594,0.0009919,8,10,2875,1703,139
0.079,0.023,0.0362,0.0152,0.0284,0.0569,3.3717,2.3671,3.809,0.0009905,6,10,2871,1703,149
0.1112,-0.0075,0.0901,-0.0239,0.0205,0.0408,3.3764,2.5007,3.8171,0.0009919,8,9,2875,1703,136
-0.0917,-0.0308,-0.0463,0.0028,0.0156,0.0312,3.3729,4.843,3.7855,0.0009909,16,9,2872,1703,155
-0.1543,-0.0334,-0.1005,0.0064,0.0123,0.0246,3.3729,4.5266,3.7507,0.0009909,14,9,2872,1703,137
-0.0803,-0.0105,-0.0634,-0.0031,0.0111,0.0181,3.3776,3.0113,3.775,0.0009922,10,9,2876,1703,146
-0.1665,-0.0239,-0.0221,0.0006,0.0171,0.0342,3.374,2.7909,3.7559,0.0009912,8,9,2873,1703,144
-0.1989,0.0004,-0.0396,0.0014,0.0169,0.0337,3.3752,2.6453,3.6914,0.0009915,10,8,2874,1703,163
0.0858,-0.0054,-0.0283,0.0012,0.0212,0.0424,3.3729,2.6868,3.7739,0.0009909,8,9,2872,1703,141
0.1079,-0.0205,-0.0091,0.0083,0.0172,0.0345,3.3764,3.6192,3.8153,0.0009919,9,10,2875,1703,159
-0.1006,-0.0075,0.0842,-0.0252,0.0196,0.0332,3.374,2.5795,3.7499,0.0009912,7,9,2873,1703,158
0.0087,-0.0164,0.0389,-0.0026,0.0228,0.043,3.3729,3.4874,3.7788,0.0009909,10,10,2872,1703,145
0.0745,0.019,0.0116,-0.0048,0.0203,0.0384,3.3752,2.3569,3.8005,0.0009915,7,11,2874,1703,172
0.0416,-0.0184,-0.0402,-0.0226,0.0182,0.0359,3.3752,2.4401,3.7818,0.0009915,8,9,2874,1703,134
-0.0917,0.0042,0.0781,0.0086,0.0198,0.0396,3.3752,2.7217,3.7268,0.0009915,8,9,2874,1703,147
0.0463,0.0113,0.031,-0.0167,0.0267,0.0534,3.3764,2.4895,3.7669,0.0009919,8,10,2875,1703,143
0.0682,0.0052,0.0828,-0.0153,0.0205,0.0401,3.3776,2.4467,3.8506,0.0009922,7,10,2876,1703,175
-0.0228,-0.0077,-0.0841,-0.0117,0.0175,0.0349,3.374,2.8097,3.7492,0.0009912,9,9,2873,1703,153
0.0386,0.0165,0.0458,-0.0167,0.0243,0.0467,3.3717,2.2452,3.7316,0.0009905,6,9,2871,1703,165
-0.031,0.0217,-0.0299,-0.0087,0.0251,0.0501,3.3752,2.5757,3.7195,0.0009915,8,11,2874,1703,188
-0.04,0.016,-0.0912,-0.0148,0.02,0.0399,3.3705,2.5107,3.7046,0.0009902,7,9,2870,1703,166
0.003,-0.0158,-0.0774,0.0038,0.0145,0.028,3.3752,3.7019,3.7926,0.0009915,10,9,2874,1703,154
-0.0672,-0.0076,-0.2202,-0.0212,0.0101,0.0202,3.374,2.434,3.7396,0.0009912,7,10,2873,1703,160
-0.0564,-0.0069,0.0967,-0.0175,0.0158,0.0316,3.374,2.465,3.7776,0.0009912,7,11,2873,1703,156
-0.0555,-0.0135,0.0417,-0.011,0.0202,0.0405,3.3717,3.1619,3.7613,0.0009905,11,8,2871,1703,168
-0.1355,-0.0166,-0.0371,-0.004,0.0129,0.0258,3.3705,2.7009,3.7535,0.0009902,8,9,2870,1703,151
-0.0169,0.0124,0.0477,0.0307,0.0205,0.0347,3.3764,3.334,3.7577,0.0009919,9,10,2875,1703,174
-0.1414,-0.001,-0.0149,-0.0143,0.014,0.028,3.3729,2.49,3.7241,0.0009909,7,9,2872,1703,150
0.0534,-0.0109,-0.0289,0.0073,0.0191,0.0369,3.3717,3.6501,3.7724,0.0009905,10,9,2871,1703,171
-0.0925,-0.0135,0.0351,0.0267,0.0164,0.0325,3.3764,3.2822,3.7474,0.0009919,10,9,2875,1703,183
-0.038,0.0083,-0.0515,-0.0132,0.019,0.0352,3.3729,2.2251,3.7468,0.0009909,7,9,2872,1703,161
0.0822,-0.0094,-0.0251,-0.0097,0.0194,0.0388,3.3729,2.4044,3.8038,0.0009909,7,9,2872,1703,162
0.0224,0.0298,-0.0926,-0.0189,0.0277,0.0518,3.3752,2.1394,3.7546,0.0009915,7,10,2874,1703,142
-0.0723,0.0023,-0.0704,0.0079,0.016,0.031,3.3776,3.0911,3.739,0.0009922,9,10,2876,1703,148
0.0984,-0.0165,-0.0596,-0.0108,0.012,0.0239,3.3752,2.6331,3.8193,0.0009915,8,9,2874,1703,177
0.1486,-0.0009,0.049,-0.0183,0.0213,0.0426,3.3729,2.6201,3.7877,0.0009909,8,9,2872,1703,167
-0.0251,-0.0148,0.0892,-0.014,0.017,0.0339,3.3729,2.6442,3.7549,0.0009909,8,9,2872,1703,198
-0.1372,0.0214,-0.051,0.0238,0.0247,0.0492,3.3717,3.4947,3.7054,0.0009905,10,9,2871,1703,170
-0.0374,0.0202,0.0331,-0.0224,0.0217,0.0434,3.3729,2.6802,3.7043,0.0009909,8,9,2872,1703,190
-0.048,-0.0215,-0.0107,0.0643,0.0148,0.0278,3.3787,4.4759,3.8234,0.0009926,12,11,2877,1703,186
-0.0233,-0.0263,-0.0332,-0.0215,0.0127,0.0248,3.3729,2.1658,3.813,0.0009909,7,10,2872,1703,152
-0.1281,-0.0206,-0.0765,0.0056,0.0158,0.0316,3.3776,3.2441,3.7441,0.0009922,11,10,2876,1703,169
-0.0102,-0.0068,0.0332,-0.0006,0.0172,0.0281,3.3787,3.022,3.7958,0.0009926,8,11,2877,1703,182
-0.0382,-0.007,-0.0576,0.0448,0.0217,0.035,3.3729,3.4924,3.7624,0.0009909,9,9,2872,1703,195
0.0559,0.009,0.0656,0.003,0.017,0.0323,3.3729,2.6897,3.797,0.0009909,8,9,2872,1703,178
0.0625,0.0039,-0.01,0.0286,0.0182,0.0354,3.3752,3.264,3.7939,0.0009915,9,10,2874,1703,176
-0.1969,0.0268,0.0324,-0.0138,0.0245,0.0435,3.3717,2.0197,3.6661,0.0009905,5,9,2871,1703,203
0.0097,-0.0053,0.0497,0.0091,0.0158,0.0317,3.3717,3.0304,3.7872,0.0009905,9,10,2871,1703,197
-0.0773,-0.0243,0.1141,0.0144,0.0137,0.0274,3.3705,2.8563,3.7551,0.0009902,9,8,2870,1703,214
-0.048,0.0245,0.1685,0.0173,0.0326,0.0516,3.3705,2.6555,3.7266,0.0009902,9,8,2870,1703,200
-0.1471,0.0158,0.0215,0.0244,0.0153,0.0261,3.3752,5.255,3.7326,0.0009915,13,10,2874,1703,204
0.0603,0.0278,-0.1275,-0.0034,0.0191,0.0381,3.3787,2.4829,3.7491,0.0009926,7,11,2877,1703,191
0.0138,0.0118,-0.0826,-0.0035,0.0211,0.0421,3.3717,2.5065,3.7288,0.0009905,7,9,2871,1703,201
-0.0056,-0.0388,-0.0592,-0.0016,0.0108,0.0214,3.3752,2.8583,3.8185,0.0009915,8,10,2874,1703,184
0.0454,-0.0143,-0.0733,0.0111,0.0168,0.0336,3.374,3.2919,3.773,0.0009912,10,10,2873,1703,164
-0.0195,0.0078,0.0714,-0.0107,0.0197,0.0393,3.3729,2.5185,3.7742,0.0009909,7,9,2872,1703,194
0.0313,0.0074,-0.0406,0.0306,0.0233,0.0466,3.3752,3.0278,3.7482,0.0009915,9,9,2874,1703,187
-0.0068,-0.0045,-0.0449,-0.0034,0.0205,0.04,3.3717,2.498,3.7862,0.0009905,8,11,2871,1703,173
-0.0363,-0.0272,0.0965,-0.0345,0.018,0.036,3.3776,2.4912,3.8149,0.0009922,9,11,2876,1703,209
-0.0129,0.0098,0.076,0.0157,0.0196,0.0387,3.3764,2.6771,3.7468,0.0009919,8,9,2875,1703,185
-0.2086,0.0099,-0.1107,-0.0238,0.0178,0.0356,3.3717,2.7555,3.6444,0.0009905,9,9,2871,1703,217
0.0753,0.0007,0.097,0.0019,0.0199,0.0398,3.374,5.1348,3.8204,0.0009912,13,11,2873,1703,181
-0.0189,0.0094,-0.0789,0.0073,0.0178,0.0355,3.3764,3.4224,3.7323,0.0009919,10,9,2875,1703,202
-0.0382,-0.0103,-0.0717,-0.0308,0.0176,0.0352,3.3705,2.3688,3.7106,0.0009902,7,9,2870,1703,189
-0.0095,-0.0293,0.0354,0.0318,0.0098,0.0195,3.374,3.6604,3.7908,0.0009912,11,9,2873,1703,213
-0.1715,-0.0186,0.0976,-0.0073,0.0146,0.0276,3.3764,2.2526,3.777,0.0009919,8,9,2875,1703,196
-0.1735,0.0236,-0.0564,-0.0006,0.0253,0.0474,3.3705,2.4856,3.6798,0.0009902,7,9,2870,1703,205
0.0015,0.0028,-0.0868,0.0236,0.0184,0.0368,3.3752,3.4676,3.7883,0.0009915,10,10,2874,1703,207
-0.0546,-0.0371,-0.0854,-0.0061,0.0108,0.0216,3.3776,2.8593,3.7817,0.0009922,9,10,2876,1703,193
-0.0263,0.0118,-0.0345,0.0115,0.0248,0.0496,3.3729,3.1665,3.7549,0.0009909,10,9,2872,1703,179
-0.0699,0.005,-0.1267,-0.0034,0.0145,0.0291,3.374,2.6419,3.7088,0.0009912,7,8,2873,1703,212
-0.0032,-0.0046,-0.1614,0.0297,0.0181,0.0362,3.3776,3.4842,3.7489,0.0009922,10,9,2876,1703,206
-0.0583,-0.0128,-0.0692,0.0014,0.0201,0.0401,3.3776,2.6346,3.8066,0.0009922,9,9,2876,1703,199
-0.0053,-0.0237,-0.0032,-0.0302,0.0153,0.0305,3.3764,2.1017,3.8127,0.0009919,8,9,2875,1703,210
