assortiativity_out_in,assortiativity_out_out,assortiativity_in_in,assortiativity_in_out,avg_clustering_dir,avg_clustering_undir,avg_degree,avg_path_dir,avg_path_undir,density,diameter,diameter_undir,nb_edges,nb_nodes,graph_id
-0.2232,-0.0154,-0.1385,-0.0235,0.2058,0.3185,3.9761,2.7736,2.8193,0.0003044,6,5,12986,6532,18
-0.0548,-0.0108,-0.1429,-0.0069,0.2584,0.3639,3.9761,2.1657,2.8271,0.0003044,5,5,12986,6532,58
-0.4035,-0.0327,-0.1892,-0.0211,0.2033,0.3283,3.9761,2.8688,2.6991,0.0003044,6,5,12986,6532,92
-0.1997,-0.0385,-0.1027,-0.0183,0.1876,0.3003,3.9761,2.4831,2.8511,0.0003044,5,6,12986,6532,27
-0.0653,-0.0175,-0.0429,-0.0063,0.2282,0.3429,3.9761,2.6582,2.8694,0.0003044,7,5,12986,6532,11
-0.0721,-0.0154,0.0139,-0.008,0.1841,0.2757,3.9761,2.5717,2.8828,0.0003044,6,5,12986,6532,74
-0.0772,-0.0076,0.0164,0.0016,0.2208,0.3576,3.9761,2.7114,2.8405,0.0003044,5,5,12986,6532,65
-0.156,-0.0155,-0.008,0.0027,0.201,0.3209,3.9761,2.8813,2.866,0.0003044,7,5,12986,6532,86
-0.1495,-0.0174,-0.0786,0.0013,0.1959,0.2698,3.9761,2.4715,2.8711,0.0003044,6,6,12986,6532,20
-0.1169,-0.0161,-0.0311,-0.0013,0.2245,0.3272,3.9761,2.6731,2.8331,0.0003044,6,5,12986,6532,56
-0.1406,-0.0223,0.1061,0.006,0.1998,0.3348,3.9761,2.5928,2.8377,0.0003044,6,5,12986,6532,75
-0.197,-0.0241,-0.0327,0.0029,0.1841,0.3102,3.9761,2.7896,2.7978,0.0003044,6,5,12986,6532,76
-0.0075,-0.0055,0.0614,0.0044,0.2361,0.3654,3.9761,2.6591,2.8656,0.0003044,6,5,12986,6532,87
-0.0512,-0.0252,-0.0841,-0.0081,0.1827,0.3461,3.9761,2.8289,2.8318,0.0003044,7,5,12986,6532,37
-0.027,-0.0045,-0.0503,0.0051,0.238,0.3366,3.9761,2.6907,2.8511,0.0003044,7,5,12986,6532,70
-0.14,-0.0117,0.0516,-0.0009,0.2509,0.3666,3.9761,3.1435,2.8311,0.0003044,8,6,12986,6532,60
-0.0245,-0.0083,-0.11,-0.0085,0.2126,0.3506,3.9761,2.7778,2.8268,0.0003044,7,5,12986,6532,1
-0.3191,-0.0343,-0.1977,-0.0323,0.1838,0.2936,3.9761,2.8211,2.8025,0.0003044,7,5,12986,6532,105
-0.0257,-0.0066,-0.1757,-0.0134,0.2662,0.3904,3.9761,2.5654,2.7885,0.0003044,6,5,12986,6532,40
-0.2422,-0.0243,-0.0381,-0.0121,0.1971,0.3199,3.9761,2.585,2.796,0.0003044,5,5,12986,6532,12
-0.0812,-0.0176,-0.1412,-0.0149,0.2474,0.3842,3.9761,2.5588,2.7878,0.0003044,6,5,12986,6532,73
0.1001,0.0136,-0.1238,-0.0172,0.2168,0.3655,3.9761,3.6097,2.8889,0.0003044,10,5,12986,6532,51
-0.0301,0.001,0.0381,0.0029,0.2285,0.3705,3.9761,2.6976,2.8586,0.0003044,6,5,12986,6532,71
-0.0557,-0.0121,0.0075,0.0059,0.2079,0.3422,3.9761,2.6016,2.8267,0.0003044,6,5,12986,6532,126
-0.15,-0.0009,-0.1775,-0.0198,0.2469,0.3588,3.9761,2.2207,2.7959,0.0003044,6,5,12986,6532,7
-0.0812,-0.0053,-0.172,-0.0197,0.239,0.3671,3.9761,2.6479,2.7898,0.0003044,6,5,12986,6532,66
-0.1509,-0.0182,-0.1945,-0.0109,0.2084,0.3249,3.9761,2.7129,2.8376,0.0003044,6,5,12986,6532,114
-0.1764,-0.0224,-0.1278,-0.0107,0.2173,0.328,3.9761,2.7173,2.8546,0.0003044,6,5,12986,6532,122
-0.2293,-0.0254,-0.2753,-0.0351,0.2177,0.3664,3.9761,2.6388,2.7537,0.0003044,6,5,12986,6532,68
-0.2194,-0.0404,-0.045,-0.0114,0.1707,0.2772,3.9761,2.6591,2.8439,0.0003044,5,5,12986,6532,4
-0.0571,-0.0141,-0.029,0.0017,0.2253,0.3332,3.9761,2.4309,2.8273,0.0003044,5,6,12986,6532,39
-0.2949,-0.0362,-0.2171,-0.0181,0.1914,0.2874,3.9761,3.0188,2.7866,0.0003044,8,5,12986,6532,120
-0.1077,-0.0023,0.142,0.026,0.2297,0.3303,3.9761,3.0998,2.8371,0.0003044,8,6,12986,6532,121
0.0051,-0.002,-0.0037,0.0163,0.2054,0.3202,3.9761,2.7497,2.8762,0.0003044,6,5,12986,6532,34
-0.1109,-0.0318,-0.07,-0.0116,0.1964,0.3364,3.9761,2.8132,2.8519,0.0003044,6,5,12986,6532,79
0.0305,-0.0023,0.0322,0.0036,0.2696,0.411,3.9761,2.3204,2.8078,0.0003044,5,5,12986,6532,32
-0.1376,-0.0177,-0.1197,-0.0119,0.2285,0.3743,3.9761,2.6321,2.762,0.0003044,6,6,12986,6532,107
0.0574,0.0004,0.0644,0.0146,0.2443,0.333,3.9761,2.5274,2.8877,0.0003044,5,5,12986,6532,109
-0.2238,-0.0391,-0.0472,-0.0117,0.2047,0.3354,3.9761,2.8136,2.8091,0.0003044,7,5,12986,6532,0
-0.0433,-0.0108,-0.1791,-0.0197,0.1834,0.332,3.9761,2.9096,2.8322,0.0003044,9,5,12986,6532,108
-0.1895,-0.0325,0.0789,-0.0016,0.194,0.3056,3.9761,2.613,2.8442,0.0003044,6,5,12986,6532,97
-0.231,-0.0221,-0.153,-0.0187,0.2253,0.3328,3.9761,2.7756,2.7864,0.0003044,7,5,12986,6532,55
-0.146,-0.0217,-0.1206,-0.0232,0.1805,0.2963,3.9761,2.9221,2.8776,0.0003044,6,5,12986,6532,95
-0.0666,-0.0119,-0.0873,-0.003,0.2197,0.3484,3.9761,2.8055,2.8443,0.0003044,7,5,12986,6532,42
-0.1229,-0.0184,-0.0309,0.004,0.2201,0.3265,3.9761,2.7629,2.8696,0.0003044,6,5,12986,6532,30
-0.0938,-0.0047,-0.0243,-0.0003,0.2226,0.3929,3.9761,3.1184,2.795,0.0003044,8,5,12986,6532,21
-0.2842,-0.0562,-0.1179,-0.0317,0.1459,0.2675,3.9761,2.7928,2.9162,0.0003044,6,5,12986,6532,13
-0.1867,-0.0252,0.1042,0.0094,0.1939,0.3182,3.9761,2.573,2.8691,0.0003044,6,5,12986,6532,29
-0.2255,-0.0207,-0.173,-0.0108,0.1956,0.2992,3.9761,2.7267,2.816,0.0003044,6,5,12986,6532,61
-0.1115,-0.014,-0.0711,0.003,0.1996,0.2887,3.9761,2.8086,2.8881,0.0003044,6,5,12986,6532,3
-0.2943,-0.0434,-0.0628,-0.0012,0.1927,0.3056,3.9761,2.6494,2.824,0.0003044,5,5,12986,6532,106
-0.32,-0.0412,-0.1714,-0.0191,0.1898,0.2761,3.9761,2.6327,2.8501,0.0003044,7,5,12986,6532,103
0.0569,-0.0034,-0.1065,-0.006,0.2363,0.3637,3.9761,2.8535,2.8701,0.0003044,7,5,12986,6532,84
-0.3444,-0.0349,-0.1677,-0.012,0.186,0.3076,3.9761,2.623,2.7739,0.0003044,6,5,12986,6532,6
0.0604,0.0005,-0.0388,-0.0142,0.246,0.3448,3.9761,2.8018,2.8779,0.0003044,6,5,12986,6532,118
-0.0843,-0.0018,-0.019,-0.0035,0.2486,0.3579,3.9761,2.6073,2.8134,0.0003044,6,5,12986,6532,63
-0.0184,-0.0075,-0.0679,0.0034,0.2317,0.3899,3.9761,2.6059,2.7993,0.0003044,7,5,12986,6532,44
-0.0472,-0.0105,-0.0893,-0.0054,0.2588,0.3894,3.9761,2.6558,2.7873,0.0003044,6,5,12986,6532,26
-0.1584,-0.0284,-0.0373,-0.0101,0.204,0.3572,3.9761,2.6896,2.8301,0.0003044,6,6,12986,6532,59
-0.2118,-0.0193,-0.0163,0.0052,0.2362,0.3503,3.9761,2.8751,2.8263,0.0003044,7,5,12986,6532,62
-0.0079,0.0006,0.0669,0.0068,0.2722,0.404,3.9761,2.5051,2.798,0.0003044,5,6,12986,6532,125
-0.0705,-0.0168,-0.0689,-0.0005,0.2402,0.3311,3.9761,2.9184,2.8421,0.0003044,7,5,12986,6532,35
-0.1337,-0.0213,-0.0574,-0.0176,0.2143,0.3649,3.9761,2.7772,2.7756,0.0003044,6,5,12986,6532,99
-0.212,-0.0185,-0.1299,-0.0161,0.2368,0.3427,3.9761,2.6958,2.7779,0.0003044,7,5,12986,6532,14
-0.1538,-0.0225,-0.0883,-0.0115,0.2133,0.3387,3.9761,2.8866,2.8404,0.0003044,7,5,12986,6532,33
-0.0183,0.0026,0.1318,0.0019,0.2574,0.3545,3.9761,2.8078,2.8347,0.0003044,6,5,12986,6532,80
-0.0875,-0.0086,-0.0917,-0.0078,0.2533,0.3569,3.9761,2.6142,2.8037,0.0003044,6,5,12986,6532,82
-0.2051,-0.0221,-0.1746,-0.0131,0.2326,0.3323,3.9761,2.7584,2.8074,0.0003044,7,5,12986,6532,104
0.0073,-0.0056,0.0618,-0.0044,0.2763,0.3662,3.9761,3.3254,2.849,0.0003044,8,5,12986,6532,123
-0.2969,-0.0412,-0.096,-0.0178,0.1984,0.3046,3.9761,2.7677,2.8121,0.0003044,6,5,12986,6532,98
0.0535,0.0099,-0.0567,-0.0039,0.2225,0.3609,3.9761,2.6711,2.8813,0.0003044,6,5,12986,6532,67
-0.0691,-0.0027,-0.0726,-0.012,0.2217,0.3899,3.9761,2.6991,2.8149,0.0003044,7,6,12986,6532,77
-0.0545,-0.0043,-0.1646,-0.0221,0.1957,0.3618,3.9761,2.8283,2.8038,0.0003044,6,5,12986,6532,81
-0.1962,-0.0317,-0.0191,-0.0143,0.2081,0.3374,3.9761,2.7203,2.8529,0.0003044,6,5,12986,6532,15
0.0065,-0.0055,-0.0693,-0.0143,0.2511,0.3744,3.9761,2.7511,2.7993,0.0003044,6,5,12986,6532,5
-0.0687,-0.0002,-0.1658,-0.0154,0.2478,0.3778,3.9761,2.1378,2.7912,0.0003044,5,5,12986,6532,28
-0.0764,-0.0233,-0.0056,-0.002,0.2118,0.3603,3.9761,2.9426,2.8556,0.0003044,8,5,12986,6532,102
-0.1247,-0.02,-0.1156,-0.0154,0.1761,0.3019,3.9761,2.7502,2.8477,0.0003044,6,5,12986,6532,9
0.0989,0.0101,0.0838,0.012,0.2737,0.3679,3.9761,2.5049,2.895,0.0003044,5,5,12986,6532,78
-0.106,-0.004,0.0064,0.0089,0.2377,0.3031,3.9761,3.0605,2.8755,0.0003044,7,5,12986,6532,91
-0.0466,0.0016,-0.1005,0.0025,0.2516,0.3765,3.9761,3.2603,2.8051,0.0003044,8,5,12986,6532,116
-0.2927,-0.0396,-0.0826,-0.0141,0.1998,0.3098,3.9761,2.6532,2.8353,0.0003044,6,5,12986,6532,64
0.0158,-0.0117,-0.0031,-0.0039,0.2577,0.3802,3.9761,2.828,2.8346,0.0003044,7,5,12986,6532,25
-0.1314,-0.0189,0.1656,0.0167,0.1668,0.3147,3.9761,2.9165,2.8603,0.0003044,6,5,12986,6532,88
-0.1415,-0.0184,-0.0175,-0.0022,0.2222,0.2903,3.9761,2.8353,2.8753,0.0003044,6,5,12986,6532,72
-0.0572,-0.002,-0.0628,-0.0039,0.2083,0.3411,3.9761,2.7828,2.8713,0.0003044,6,5,12986,6532,111
-0.2111,-0.0254,0.0277,-0.0024,0.195,0.3152,3.9761,2.7873,2.857,0.0003044,6,5,12986,6532,54
-0.1221,-0.0205,-0.1348,-0.0088,0.1745,0.3006,3.9761,2.5414,2.8369,0.0003044,6,5,12986,6532,110
0.0229,0.0018,-0.0454,0.0071,0.2681,0.352,3.9761,2.9339,2.852,0.0003044,6,6,12986,6532,38
-0.036,-0.0046,-0.0322,-0.0104,0.2292,0.3487,3.9761,2.498,2.8022,0.0003044,5,5,12986,6532,22
-0.0331,-0.0082,0.0383,0.0011,0.2517,0.3707,3.9761,2.7481,2.8523,0.0003044,7,5,12986,6532,112
0.0116,-0.0049,0.0463,0.0076,0.2015,0.3574,3.9761,2.8939,2.8297,0.0003044,6,5,12986,6532,24
-0.2006,-0.039,-0.0582,0.0072,0.1843,0.2901,3.9761,2.8016,2.8832,0.0003044,6,6,12986,6532,83
-0.0966,-0.0046,-0.0894,-0.0186,0.231,0.3204,3.9761,2.2203,2.8802,0.0003044,6,5,12986,6532,41
-0.0561,-0.0166,0.063,0.016,0.2527,0.3667,3.9761,2.8788,2.879,0.0003044,6,6,12986,6532,57
-0.0079,-0.0088,-0.1045,-0.0081,0.2443,0.3392,3.9761,2.6513,2.8529,0.0003044,6,6,12986,6532,50
-0.0168,-0.0199,-0.1343,-0.011,0.225,0.3834,3.9761,2.7533,2.832,0.0003044,6,5,12986,6532,90
0.0978,0.0003,0.0616,0.0044,0.2782,0.404,3.9761,2.6297,2.8347,0.0003044,6,6,12986,6532,96
-0.2309,-0.0411,-0.1739,-0.0068,0.1554,0.2485,3.9761,2.7778,2.8267,0.0003044,6,5,12986,6532,85
-0.0674,-0.0061,-0.0242,-0.0116,0.2423,0.3615,3.9761,3.0024,2.8181,0.0003044,8,5,12986,6532,117
-0.0336,-0.0061,-0.178,-0.0226,0.214,0.3868,3.9761,2.9673,2.8191,0.0003044,8,5,12986,6532,16
-0.0199,0.0001,-0.1942,-0.0048,0.231,0.3776,3.9761,3.487,2.8071,0.0003044,9,6,12986,6532,119
-0.1744,-0.0299,-0.1432,-0.0141,0.1955,0.2979,3.9761,2.7075,2.8372,0.0003044,6,5,12986,6532,100
-0.0753,-0.013,0.0791,-0.0072,0.2544,0.3583,3.9761,2.5871,2.8119,0.0003044,6,6,12986,6532,10
0.0636,0.0048,-0.1154,-0.0093,0.2599,0.3708,3.9761,2.836,2.8417,0.0003044,7,5,12986,6532,113
-0.0505,-0.0043,-0.0544,-0.0053,0.2914,0.3952,3.9761,2.7916,2.7868,0.0003044,7,5,12986,6532,93
0.018,-0.0038,-0.0479,-0.0096,0.2295,0.3593,3.9761,2.8037,2.8659,0.0003044,6,6,12986,6532,36
-0.0623,-0.0124,-0.2136,-0.0446,0.2268,0.3629,3.9761,2.9079,2.832,0.0003044,7,5,12986,6532,127
-0.1664,-0.0327,-0.0591,-0.0149,0.2026,0.3634,3.9761,2.5412,2.7926,0.0003044,5,5,12986,6532,129
-0.1279,-0.0066,-0.0963,-0.011,0.2201,0.3596,3.9761,2.2249,2.8081,0.0003044,6,6,12986,6532,128
-0.1701,-0.0243,-0.0435,0.0009,0.2153,0.3167,3.9761,2.7076,2.8402,0.0003044,5,5,12986,6532,130
-0.1725,-0.0279,-0.1725,-0.0136,0.2122,0.342,3.9761,2.5666,2.7817,0.0003044,6,5,12986,6532,138
-0.1464,-0.021,-0.1812,-0.0313,0.1962,0.328,3.9761,2.5002,2.8161,0.0003044,6,5,12986,6532,141
-0.0562,-0.0101,-0.0053,-0.0133,0.2254,0.3734,3.9761,2.5398,2.8194,0.0003044,6,5,12986,6532,132
-0.1272,-0.0168,-0.1126,0.0072,0.2333,0.3223,3.9761,2.75,2.8215,0.0003044,7,5,12986,6532,139
-0.2652,-0.022,-0.1117,-0.008,0.2362,0.3356,3.9761,2.6157,2.7641,0.0003044,6,5,12986,6532,135
-0.1121,-0.0101,0.0272,0.0007,0.2276,0.3494,3.9761,2.6866,2.8046,0.0003044,6,5,12986,6532,133
-0.0622,-0.0124,-0.0143,-0.0029,0.2322,0.3596,3.9761,2.7244,2.8455,0.0003044,7,5,12986,6532,148
-0.3518,-0.0415,-0.0948,-0.0108,0.1628,0.2584,3.9761,2.5818,2.8139,0.0003044,6,5,12986,6532,199
-0.224,-0.0211,0.0882,0.0117,0.1868,0.3182,3.9761,2.9662,2.8271,0.0003044,7,6,12986,6532,131
-0.0393,-0.0093,-0.1676,-0.0215,0.221,0.3531,3.9761,2.7672,2.8596,0.0003044,7,5,12986,6532,157
-0.129,-0.0182,0.0886,0.002,0.2209,0.3309,3.9761,2.599,2.8465,0.0003044,6,5,12986,6532,173
-0.0975,-0.0158,-0.0205,0.0135,0.2118,0.3126,3.9761,2.5816,2.8766,0.0003044,5,5,12986,6532,184
-0.2008,-0.0231,-0.1089,-0.0067,0.1713,0.2611,3.9761,2.6178,2.8684,0.0003044,6,5,12986,6532,150
-0.0531,-0.0099,0.1892,0.0149,0.2271,0.3073,3.9761,2.9892,2.9365,0.0003044,7,6,12986,6532,152
-0.141,-0.0138,-0.0754,-0.012,0.1863,0.2999,3.9761,2.8546,2.8121,0.0003044,6,5,12986,6532,211
-0.1172,-0.0237,-0.1149,-0.0176,0.2343,0.3439,3.9761,2.6895,2.8394,0.0003044,6,5,12986,6532,147
-0.2229,-0.0273,0.0607,0.0015,0.2348,0.362,3.9761,2.5483,2.8285,0.0003044,5,5,12986,6532,149
0.0531,0.0063,-0.0763,-0.0079,0.2109,0.3809,3.9761,2.936,2.8613,0.0003044,8,6,12986,6532,144
-0.2255,-0.038,0.0242,-0.0162,0.1736,0.2844,3.9761,2.8546,2.861,0.0003044,6,6,12986,6532,174
0.0715,0.0028,0.0018,-0.008,0.2521,0.4056,3.9761,2.8256,2.8464,0.0003044,6,5,12986,6532,140
-0.2678,-0.0329,-0.0524,0.0033,0.1895,0.2893,3.9761,2.8122,2.845,0.0003044,6,5,12986,6532,180
0.0484,0.0115,-0.0789,-0.0052,0.2606,0.3922,3.9761,2.5162,2.8351,0.0003044,5,5,12986,6532,164
-0.1783,-0.0304,0.0152,-0.0123,0.2109,0.3527,3.9761,2.6064,2.8323,0.0003044,5,5,12986,6532,159
-0.2771,-0.0469,-0.2256,-0.0356,0.1677,0.2616,3.9761,2.7343,2.9112,0.0003044,7,5,12986,6532,161
-0.1913,-0.0317,-0.0705,-0.004,0.1959,0.3166,3.9761,2.7129,2.8485,0.0003044,5,5,12986,6532,142
-0.0751,-0.0049,0.029,0.0052,0.2362,0.3409,3.9761,2.8519,2.846,0.0003044,7,5,12986,6532,158
-0.2006,-0.0265,-0.1652,-0.0242,0.1935,0.3457,3.9761,2.6993,2.8131,0.0003044,5,5,12986,6532,197
0.0089,0.0064,-0.1741,-0.0258,0.2549,0.3793,3.9761,2.3365,2.8383,0.0003044,7,5,12986,6532,145
-0.1521,-0.0257,-0.1389,-0.0161,0.167,0.2774,3.9761,2.8565,2.8669,0.0003044,7,5,12986,6532,175
-0.1622,-0.0204,-0.1643,-0.0155,0.2232,0.3435,3.9761,2.4223,2.7918,0.0003044,5,5,12986,6532,155
0.1137,0.0105,-0.1664,-0.0174,0.2371,0.3587,3.9761,2.7697,2.8822,0.0003044,7,6,12986,6532,160
-0.024,-0.0118,-0.026,-0.001,0.2307,0.3631,3.9761,2.8051,2.8471,0.0003044,7,6,12986,6532,137
-0.1449,-0.0152,0.0118,-0.0002,0.1911,0.3247,3.9761,2.314,2.8033,0.0003044,5,5,12986,6532,153
0.044,0.0032,-0.1039,-0.0131,0.2309,0.3404,3.9761,2.7637,2.859,0.0003044,6,6,12986,6532,146
-0.228,-0.0275,-0.1931,-0.013,0.1794,0.3161,3.9761,2.8058,2.7785,0.0003044,6,6,12986,6532,169
-0.1196,-0.0091,-0.0478,-0.0191,0.239,0.3593,3.9761,2.6309,2.8012,0.0003044,7,5,12986,6532,154
-0.0501,0.0015,-0.0368,0.0066,0.2573,0.3501,3.9761,2.4895,2.8231,0.0003044,6,6,12986,6532,213
-0.0193,-0.0157,-0.2076,-0.0296,0.2166,0.3857,3.9761,2.6438,2.7936,0.0003044,7,5,12986,6532,134
-0.0591,-0.0113,0.0199,0.0026,0.2453,0.3326,3.9761,2.7264,2.8556,0.0003044,6,5,12986,6532,156
-0.1262,-0.0138,-0.025,-0.0183,0.193,0.3389,3.9761,2.9136,2.8264,0.0003044,7,5,12986,6532,208
-0.0709,-0.0101,-0.0951,-0.0169,0.2102,0.3437,3.9761,3.0852,2.8345,0.0003044,8,5,12986,6532,206
-0.0107,-0.0103,-0.1408,-0.0292,0.1979,0.3654,3.9761,2.6725,2.8401,0.0003044,6,5,12986,6532,177
-0.0532,-0.0125,-0.1176,-0.0165,0.2766,0.4155,3.9761,2.4218,2.774,0.0003044,5,5,12986,6532,136
-0.1842,-0.0426,-0.2321,-0.0551,0.181,0.2951,3.9761,2.5939,2.8735,0.0003044,5,5,12986,6532,216
-0.1313,-0.0236,0.0927,-0.0063,0.2156,0.3003,3.9761,2.4634,2.8225,0.0003044,5,5,12986,6532,221
-0.0658,-0.0222,-0.1265,-0.0152,0.2285,0.3477,3.9761,2.8211,2.8079,0.0003044,6,5,12986,6532,170
0.0104,-0.0049,-0.1109,-0.0132,0.2865,0.4069,3.9761,2.7453,2.802,0.0003044,5,5,12986,6532,242
-0.0312,-0.0143,-0.1935,-0.0146,0.2214,0.3527,3.9761,3.5618,2.8426,0.0003044,9,5,12986,6532,237
-0.1178,-0.0114,0.1472,0.0212,0.2447,0.3692,3.9761,2.9045,2.8346,0.0003044,6,5,12986,6532,163
-0.1151,-0.0113,0.0623,0.0007,0.244,0.3362,3.9761,3.1022,2.8774,0.0003044,8,5,12986,6532,204
-0.0979,-0.0204,-0.0604,-0.0022,0.2156,0.3019,3.9761,2.6907,2.8944,0.0003044,7,5,12986,6532,187
-0.0088,-0.0053,-0.0372,-0.0045,0.1942,0.3143,3.9761,2.9484,2.8605,0.0003044,8,5,12986,6532,189
-0.2709,-0.0316,-0.07,-0.0105,0.1896,0.3223,3.9761,2.8858,2.8242,0.0003044,8,5,12986,6532,217
-0.3768,-0.0461,-0.2474,-0.0309,0.1646,0.2793,3.9761,2.6332,2.812,0.0003044,6,5,12986,6532,241
-0.1959,-0.0211,-0.1292,-0.0098,0.2161,0.3379,3.9761,2.5059,2.8192,0.0003044,6,6,12986,6532,198
-0.0238,-0.0033,-0.1074,-0.0151,0.2356,0.3771,3.9761,2.9267,2.7991,0.0003044,7,5,12986,6532,182
0.0552,-0.0027,0.0118,-0.0078,0.2799,0.4096,3.9761,2.6676,2.8021,0.0003044,6,5,12986,6532,230
-0.1244,-0.0192,-0.0905,-0.0002,0.215,0.3515,3.9761,2.9624,2.814,0.0003044,7,5,12986,6532,223
-0.1776,-0.0112,-0.1832,-0.0078,0.244,0.3555,3.9761,3.0905,2.8007,0.0003044,7,5,12986,6532,195
0.0784,0.0047,0.0328,0.004,0.2708,0.3854,3.9761,2.837,2.8213,0.0003044,7,5,12986,6532,190
0.0578,-0.0019,0.0073,-0.0063,0.2442,0.3547,3.9761,2.9863,2.8873,0.0003044,7,5,12986,6532,220
0.0195,-0.0011,0.0017,-0.0043,0.2662,0.3831,3.9761,2.4547,2.8457,0.0003044,6,5,12986,6532,207
-0.1727,-0.0279,-0.1796,-0.0098,0.2282,0.3617,3.9761,2.5833,2.7775,0.0003044,5,5,12986,6532,194
-0.1368,-0.0311,-0.0132,-0.0071,0.1717,0.2649,3.9761,2.6019,2.8576,0.0003044,6,5,12986,6532,192
0.038,0.0128,0.0924,0.0073,0.2821,0.3725,3.9761,2.2325,2.8796,0.0003044,6,5,12986,6532,181
-0.2023,-0.0233,-0.0874,-0.0082,0.2306,0.3153,3.9761,2.7837,2.8368,0.0003044,6,5,12986,6532,244
-0.1,-0.0092,-0.0508,-0.0092,0.2059,0.3074,3.9761,3.4225,2.8369,0.0003044,8,5,12986,6532,143
-0.0642,-0.0161,-0.0591,-0.0257,0.258,0.4042,3.9761,2.8419,2.7746,0.0003044,7,5,12986,6532,191
-0.0992,-0.0198,-0.1279,-0.0071,0.1964,0.3527,3.9761,2.8732,2.8134,0.0003044,8,6,12986,6532,243
-0.0531,-0.0129,-0.0451,-0.004,0.2238,0.3791,3.9761,2.8897,2.8025,0.0003044,7,5,12986,6532,200
0.0781,0.0034,-0.0456,-0.0101,0.2378,0.394,3.9761,2.3839,2.8127,0.0003044,6,5,12986,6532,183
-0.0292,-0.0029,-0.2865,-0.0165,0.2038,0.3296,3.9761,2.7579,2.7927,0.0003044,6,6,12986,6532,165
-0.21,-0.0209,0.0428,-0.0032,0.1518,0.2856,3.9761,3.3,2.8553,0.0003044,8,5,12986,6532,231
0.0392,-0.0003,0.0124,0.0063,0.2532,0.374,3.9761,3.033,2.8447,0.0003044,8,5,12986,6532,196
-0.1103,-0.0096,-0.0153,-0.0165,0.2374,0.3798,3.9761,3.0729,2.8029,0.0003044,7,6,12986,6532,162
-0.2305,-0.0366,-0.1259,-0.0257,0.1847,0.3073,3.9761,2.8089,2.8629,0.0003044,7,5,12986,6532,224
-0.1144,-0.0009,0.0199,0.0103,0.2395,0.3767,3.9761,2.7421,2.7938,0.0003044,6,5,12986,6532,188
-0.1634,-0.0115,-0.1402,-0.0118,0.1933,0.3451,3.9761,2.6258,2.8123,0.0003044,6,5,12986,6532,226
-0.1124,-0.0151,-0.182,-0.0288,0.2251,0.3743,3.9761,2.4642,2.7754,0.0003044,7,5,12986,6532,236
