Bi-Mutual,Cascade,Clique,FBL,FFL,Fan-In,Fan-Out,Mutual-Cascade,Mutual-In,Mutual-Out,Regulated-Mutual,Regulating-Mutual,Semi-Clique,graph_id
2,33711,0,8,7219,3865,8183121,13,14,13821,11,1959,7,54
3,30542,1,2,6193,4179,8184950,9,18,13559,6,1691,7,110
4,20650,2,2,3681,3356,8176523,4,12,19451,0,4216,9,38
5,21806,1,2,4520,4284,8181578,5,12,17715,3,2139,6,22
3,28430,1,5,5373,3124,8182160,12,15,14737,3,2907,7,112
1,24364,0,5,5657,4123,8193687,4,11,7016,4,874,1,24
8,32853,2,7,5176,5064,8178778,10,24,18686,5,2713,12,83
4,24062,0,2,5078,3460,8180233,6,4,16181,5,3299,7,41
0,29604,4,6,5651,2422,8174858,18,4,19057,1,4241,20,57
4,24902,1,1,4696,3672,8178609,8,15,18125,2,3327,9,50
3,31614,0,3,7269,2604,8180267,13,11,16804,9,1871,6,90
6,19994,2,1,4483,3056,8177267,12,10,20426,5,2953,4,96
6,36411,1,9,4198,6137,8186147,7,15,15047,5,1347,6,85
3,24004,0,1,4816,3897,8184614,3,5,13979,4,2344,6,117
2,31431,0,2,7340,3003,8193391,6,1,5322,0,1027,2,16
0,25389,0,2,5774,3568,8189769,6,8,9447,3,1558,2,119
11,31310,1,2,4377,4997,8180166,12,28,19318,0,2111,5,100
6,27053,2,0,4867,3080,8171855,10,24,23888,3,3725,17,10
4,21088,0,0,4014,4003,8185541,6,11,13582,2,2482,3,113
6,22418,1,3,3946,3525,8174262,4,18,23585,3,3141,14,93
1,22445,0,0,5252,3421,8185329,4,8,13259,4,2127,8,36
3,32193,0,0,6625,3019,8184697,3,9,12360,5,2207,6,127
2,42560,0,14,7325,3676,8185850,15,18,12604,5,1155,4,129
3,27029,0,3,6000,3592,8185221,2,13,12943,4,1965,8,128
8,27261,0,1,4296,5036,8182657,15,18,17099,0,2016,6,130
5,37680,2,11,6085,3872,8181829,9,9,15367,2,2402,6,138
1,35795,0,7,6524,4096,8186247,10,15,12098,5,1614,3,141
4,27956,0,2,6298,3052,8185156,7,3,12753,1,1944,6,132
12,21120,1,5,3892,4607,8172718,11,21,26128,5,2665,10,139
7,30842,2,9,4793,4322,8175586,15,24,21295,1,3197,11,135
7,26904,2,4,5423,3812,8181606,9,10,15690,2,2683,5,133
8,24056,2,1,5566,3439,8176454,6,9,20602,5,2724,12,148
17,34254,0,4,5107,5463,8175908,13,31,22643,5,2202,11,199
7,25956,0,2,5837,4291,8181656,17,6,17843,9,1369,6,131
1,30126,0,2,6768,3043,8185735,8,3,11218,7,2185,6,157
11,25808,0,3,4851,3997,8178024,8,4,20189,0,2502,16,173
3,23492,2,4,4440,4537,8180067,9,14,18814,4,2382,6,184
6,25153,1,1,4674,5274,8179477,2,19,19172,3,2383,8,150
9,20113,2,4,3994,3801,8174202,7,11,21590,1,4145,10,152
0,29718,0,3,5213,4947,8189784,7,6,9960,3,1573,3,211
5,28863,1,3,5308,3662,8173043,14,16,24019,3,2848,14,147
8,32704,3,6,6451,3184,8174675,18,24,20970,8,2980,10,149
3,18627,0,1,6139,3543,8189027,3,6,11107,10,914,1,144
7,34088,0,6,5206,4988,8183218,9,21,15829,2,1912,12,174
1,26770,0,2,6838,2107,8184102,10,5,12234,2,2457,9,140
7,30001,3,5,5194,4898,8175812,17,24,22045,7,2499,15,180
1,22060,0,1,5237,2868,8184287,6,0,12893,1,2840,7,164
7,35267,0,8,5691,4105,8183226,9,22,15582,8,1789,9,159
9,37823,1,6,5886,5316,8176089,14,26,22405,9,1845,7,161
1,33604,1,10,5629,4050,8181242,11,29,16696,1,2258,10,142
4,19988,1,1,3931,4474,8183029,8,8,16666,2,2231,7,158
3,38185,1,6,7449,3490,8185139,13,8,12355,7,1573,2,197
0,28205,1,1,5694,2914,8188723,0,4,7603,0,3046,2,145
1,31929,0,3,4750,5053,8190852,1,10,9395,2,1554,5,175
7,31094,1,2,6113,3631,8176074,14,21,20031,9,2925,9,155
0,25118,1,2,5205,3083,8192751,0,0,4500,0,2830,0,160
2,30697,0,9,5900,3395,8188367,8,5,9705,3,2064,3,137
8,27471,0,2,6450,3993,8181735,14,6,16899,5,1498,6,153
2,23732,1,4,4264,4074,8191802,0,5,7036,0,2506,0,146
3,37412,1,4,6397,4363,8187366,9,18,11862,3,1234,4,169
3,26358,0,2,4986,4003,8183130,7,12,16058,3,1961,5,154
13,15689,4,2,3552,3873,8170499,5,16,26902,4,3558,8,213
0,32718,1,1,6480,3250,8189532,7,12,9677,4,1208,0,134
13,19940,2,0,3553,4068,8173123,5,12,24546,3,3424,11,156
0,29711,0,4,5565,4501,8193863,4,9,6785,2,949,1,208
1,23397,0,0,4906,4347,8188604,3,9,11556,5,1519,3,206
0,31201,0,2,6889,3466,8192655,8,12,7106,1,729,1,177
1,34051,0,4,5159,3238,8184176,11,17,14206,2,2276,6,136
4,44178,1,7,6830,4190,8185463,9,18,11615,7,2090,4,216
13,29381,0,10,4480,4527,8172844,16,25,24423,5,3157,12,221
4,30591,0,7,4722,4216,8182165,11,19,17003,4,2098,7,170
2,26799,2,2,4490,3018,8177835,12,12,18792,0,3483,8,242
7,27444,1,1,6403,3305,8176291,15,14,20825,7,2274,10,237
7,23298,1,6,5047,3550,8177054,14,23,20733,5,2615,13,163
6,22871,3,4,4416,3641,8174992,6,9,21872,0,3398,11,204
12,21778,1,2,3877,4530,8176499,8,23,22206,2,2749,7,187
2,21636,1,2,5085,4697,8185116,4,14,14693,4,1603,3,189
7,33243,0,4,5896,4240,8177949,15,14,20314,8,1952,13,217
7,43740,0,8,6519,5144,8183354,15,27,15205,17,1494,7,241
5,30845,1,3,5889,3665,8177870,10,11,18701,3,2803,16,198
3,26925,0,5,5802,3621,8187680,8,4,11589,3,1516,1,182
1,28262,0,2,5134,2690,8182229,10,11,14860,5,2932,8,230
3,28966,1,3,5864,3692,8183692,7,9,14757,5,1887,7,223
4,27074,4,2,5068,3676,8176186,8,5,19993,2,3412,11,195
5,18945,1,0,4231,3016,8178584,2,6,18841,1,3214,12,190
0,27628,2,5,5210,2913,8185025,8,5,10934,2,3465,2,220
4,21276,1,1,5314,2656,8176283,10,5,20407,4,3038,9,207
7,35282,0,8,5866,3922,8177879,13,45,20534,6,1896,11,194
8,25831,0,3,4475,5178,8180288,6,22,19277,5,2021,9,192
3,17785,4,1,3965,2575,8174972,3,0,19764,0,4690,10,181
9,32460,2,7,4571,4503,8175940,12,20,20146,1,3707,10,244
1,26164,0,3,4229,4955,8188522,2,10,11212,1,2072,4,143
7,31472,2,3,5832,3043,8178997,11,12,18834,6,2210,3,191
9,26316,0,1,5548,4254,8187119,9,9,13859,3,784,2,243
7,24887,0,2,6018,3568,8179870,10,24,19387,7,1404,6,200
4,25540,0,1,6439,2791,8186210,6,5,12167,5,1641,3,183
2,23691,0,2,5242,4501,8186718,5,14,12958,6,1593,1,165
1,24919,0,4,5111,5712,8192765,6,10,9214,2,509,1,231
6,19257,0,0,4243,3753,8181450,5,7,17485,0,2457,8,196
5,26029,0,1,5636,3345,8180843,9,4,17936,6,1835,7,162
7,37205,1,3,6981,3745,8181704,14,10,15644,12,1870,7,224
2,24838,1,5,5498,3338,8183945,9,12,13865,9,2389,5,188
2,30050,0,5,6400,4014,8190685,3,7,9312,7,854,1,226
2,34231,1,3,6244,3554,8185580,10,8,13109,9,1580,1,236
8,27348,1,1,4924,3962,8178252,3,34,20070,11,2414,10,205
1,24069,0,3,5476,2447,8184674,7,3,12380,3,2784,5,166
2,22486,0,0,5951,2836,8185017,6,1,12790,1,2171,5,186
7,21167,1,0,4681,3254,8179438,4,10,18196,6,2887,5,167
0,26865,0,0,6066,3252,8189505,4,2,9345,5,1594,3,233
6,33994,2,5,5576,3894,8173815,16,15,22104,6,3274,21,232
7,26685,0,3,6464,3624,8186627,11,10,12906,4,1045,5,248
2,29235,1,8,4789,4400,8182681,7,16,15318,5,2652,5,240
1,25996,1,1,5932,3874,8187413,11,6,11926,5,1412,2,229
5,19029,1,0,5207,3235,8184711,5,4,13758,4,2209,4,235
2,25045,0,1,5983,3384,8193451,5,1,6304,0,1186,1,245
2,21739,2,2,4724,2621,8179524,4,1,16474,1,3684,8,209
4,21073,0,6,4393,3779,8184600,3,5,13992,1,2556,7,214
0,32842,0,2,7371,3056,8185783,7,7,11451,7,1744,6,201
9,19930,2,3,3736,3967,8176782,4,15,21674,0,2947,7,219
2,28475,0,4,5293,4006,8187863,6,11,12232,3,1359,1,172
1,23656,0,2,6063,3059,8185992,6,4,12270,3,1887,5,179
3,32695,0,4,6118,3686,8183421,8,16,15274,7,1641,3,247
3,20898,1,0,5882,3299,8186192,3,6,12175,5,1922,6,215
7,35623,1,4,5866,3997,8174019,15,19,21698,3,3240,14,202
9,25152,3,4,4342,3686,8171121,14,16,24520,2,4041,10,246
0,23779,0,1,6570,2984,8190977,4,3,7542,0,1509,4,185
6,22130,2,2,3640,4048,8176917,10,15,20882,4,3320,7,171
1,28554,0,4,5831,3144,8188825,2,12,9754,4,1848,3,210
0,21520,1,0,5010,3507,8189361,1,0,8426,0,2655,4,222
7,20026,1,0,4492,2726,8178902,1,5,18051,1,3323,8,178
2,24965,0,2,5178,3523,8188711,4,6,9592,2,2312,3,151
16,26713,4,7,4449,4248,8166143,11,23,29937,13,3760,9,218
10,23889,4,0,4590,3602,8167888,16,17,28948,3,3310,16,251
4,30797,0,6,5590,3366,8184480,8,7,13433,4,2293,7,212
2,22669,1,4,4497,3143,8181694,10,4,15966,1,2967,6,227
5,38997,0,6,6973,3980,8184677,16,16,13701,7,1364,6,228
1,26205,0,6,5188,3559,8184578,6,14,13683,5,2322,7,203
1,21475,3,1,3839,2592,8175907,0,5,19178,3,4579,12,249
2,29226,0,4,6128,3125,8186515,11,18,12418,5,1518,2,239
5,26848,0,3,6613,3241,8180428,13,4,18368,8,1336,6,176
6,24926,1,1,5434,2758,8177411,13,4,19544,6,2843,8,238
10,24005,0,2,4804,4302,8176933,11,16,21822,7,2257,9,234
10,22266,0,2,4046,4615,8179479,4,13,18951,7,2803,8,252
7,29120,1,3,6144,3653,8175067,7,15,21255,12,2801,11,225
3,21644,1,2,4553,3429,8181178,5,11,16380,1,2992,6,168
3,34909,1,4,6081,3299,8184701,5,6,12651,9,2326,7,250
1,25118,1,1,6345,3111,8189741,3,4,8328,2,1847,1,253
11,31696,0,3,5801,4310,8175649,15,28,23263,10,1680,5,193
6,27891,1,7,5385,4306,8172724,16,12,23808,5,3067,19,254
6,21147,2,0,4169,3570,8172383,7,20,25301,3,3111,11,255
2,26307,0,0,4495,4607,8189741,8,6,10980,1,1444,2,256
5,31663,1,2,6098,3384,8177665,15,8,19073,2,2615,14,291
4,21126,0,0,4404,4630,8182754,2,14,17033,6,1952,6,264
7,34133,1,10,6173,4489,8175841,15,24,21252,10,2395,14,274
4,29661,0,10,6647,3482,8181829,16,9,16831,4,1389,5,257
1,24648,1,3,5196,3368,8181347,10,10,15567,3,2988,8,261
7,35317,2,14,6225,4198,8177839,11,22,18470,11,2762,13,284
8,30703,0,3,5341,4483,8174913,20,14,22076,5,2856,22,302
4,24858,1,0,4961,3519,8180882,11,9,16840,6,2700,6,258
7,25178,1,1,4650,3162,8176709,13,8,19795,2,3456,14,276
4,19082,2,2,2952,4120,8183442,3,3,14942,0,3381,4,259
4,29905,2,3,5983,3627,8177087,12,16,19066,9,2963,13,271
4,21917,0,2,4235,4346,8182730,8,8,15861,1,2629,11,267
4,32434,2,9,6690,3143,8180313,18,18,17292,6,1890,5,280
12,24824,2,3,4478,4369,8176083,8,21,22003,5,2750,12,260
7,33555,1,13,6857,2972,8174498,11,18,21372,11,2671,9,289
15,27667,1,4,5365,4993,8170297,18,26,27103,2,2643,15,272
4,16550,1,0,4015,3548,8180571,6,1,17617,3,2944,6,262
4,23031,3,0,4598,3233,8173825,8,9,22483,6,3580,13,265
4,39368,2,1,6891,3371,8179354,11,20,16197,10,2814,9,300
13,21089,1,2,3508,5978,8177315,9,26,22630,5,2315,3,296
6,33938,0,7,6304,4045,8173210,13,35,23495,9,2528,13,273
3,29285,1,1,5397,3210,8184904,5,8,13193,4,2301,4,287
1,35718,0,5,6219,3921,8185013,14,16,13584,4,1636,6,269
2,27770,1,2,5105,3372,8179248,4,11,17017,6,3359,8,321
10,33285,2,5,6085,3963,8172563,21,9,23530,10,2941,6,316
2,18950,0,2,5061,3962,8185947,5,10,14109,3,1492,4,263
9,26533,1,8,4879,4144,8183193,4,10,15975,0,2023,5,268
0,30961,0,3,5350,3424,8184918,11,14,13646,4,2088,7,278
3,35961,1,2,5950,4500,8186330,7,15,11737,3,2034,9,266
17,33910,1,11,5689,5289,8172146,23,37,25617,4,2295,15,279
11,24991,1,2,5287,4013,8171725,18,10,24444,3,3298,16,292
4,25715,1,8,5897,3396,8183156,5,13,14343,7,2348,4,282
2,40548,1,6,6306,4671,8181400,12,10,16434,4,1973,6,301
1,29526,0,0,6488,3023,8186563,4,1,10081,6,2484,4,327
12,24206,7,3,4742,3061,8166501,11,6,27441,3,4668,26,275
2,28507,1,10,5510,4042,8182920,13,17,15738,3,1959,6,303
8,20182,0,0,5310,3838,8183663,5,9,14550,5,2282,7,315
5,25932,3,1,4618,3426,8178485,7,7,17797,0,3590,9,285
13,27062,2,3,5205,4024,8171770,14,24,26145,6,2469,11,376
2,23206,0,2,4887,3510,8185514,5,13,13342,1,2178,6,270
6,30730,0,4,5805,4582,8179779,12,19,19403,8,1548,5,328
0,23847,0,2,5885,3754,8191973,4,1,8086,1,1081,4,277
3,33071,1,3,5614,4632,8180745,11,23,17985,10,1866,8,324
10,22174,2,3,3933,4077,8180606,6,3,17194,0,3175,7,374
15,23745,3,2,4346,4530,8168375,17,28,28547,4,3389,14,299
1,31846,1,8,6411,3448,8184833,14,8,12505,4,2168,6,306
1,18133,0,0,5301,4297,8191060,5,6,9124,2,1310,3,333
5,27604,1,5,5897,4366,8181375,11,18,18127,13,1341,3,297
2,41788,0,12,6193,4818,8182656,13,31,15440,11,1893,9,372
1,22353,0,0,4606,3689,8186670,7,6,11954,1,2436,4,283
7,21811,0,0,5953,4007,8181018,15,1,18315,7,1397,5,307
7,20018,0,4,3916,4459,8180073,4,20,19778,3,2162,7,308
3,31429,0,8,6350,4230,8189700,15,19,10138,5,951,3,288
8,33413,0,11,5352,5060,8187525,11,19,12539,2,1338,3,343
6,30048,2,6,5628,3191,8179977,10,10,17213,3,2631,7,304
0,30461,0,3,6851,3785,8190515,7,11,7996,4,1371,2,281
3,31738,2,6,4860,4465,8178177,11,19,18277,3,3381,10,332
1,16376,0,2,4478,3791,8184719,1,7,13894,2,2506,6,336
3,20061,2,0,4454,3299,8175253,7,5,20176,2,4093,16,358
4,42652,0,19,7991,3862,8182568,25,30,14549,2,1479,11,338
5,40907,0,13,7092,4581,8185421,12,38,13843,4,868,3,318
2,27814,1,0,5485,4182,8191299,1,3,7617,0,1853,3,335
8,33157,0,9,7122,4200,8180008,19,19,18149,7,1392,11,371
10,26740,1,3,4565,4831,8173365,12,27,25347,7,2394,11,360
3,25387,1,4,5556,3266,8180376,12,7,16528,3,2811,8,312
2,21819,0,2,6295,3100,8189256,3,8,9727,8,1412,2,325
2,38647,0,7,5510,4602,8185907,13,16,12567,0,2055,5,346
11,31747,1,6,6627,3972,8170395,15,38,26503,13,2265,11,339
3,39179,1,12,7189,3700,8182866,18,19,14198,6,1911,7,314
4,30643,2,2,5030,2942,8177420,4,7,19027,6,3303,8,305
2,25984,1,1,5196,3400,8182079,3,6,15778,8,2519,6,330
7,30542,0,5,4822,4660,8179102,9,17,20328,7,1915,7,310
3,26025,0,3,5029,3838,8180700,11,11,18193,3,2081,9,340
9,22806,1,3,4558,4092,8174147,13,19,23548,3,2906,13,311
2,24133,0,2,4680,4115,8189881,3,5,9197,0,2176,2,367
1,25273,0,3,6249,3638,8190144,7,2,8861,1,1426,2,293
9,29077,0,3,5343,3836,8179842,16,32,18292,5,2301,5,351
5,26094,1,3,6010,3869,8174095,9,21,22321,8,2823,11,323
1,25494,0,7,5886,3093,8185277,9,11,12448,2,2242,6,317
6,28959,2,3,5299,4358,8182609,12,10,15855,2,2157,8,363
1,27582,3,0,4457,2690,8171630,5,13,22345,2,4815,20,331
8,22614,2,1,4490,4148,8174945,9,17,22780,3,2927,12,298
10,30942,2,4,5339,4624,8176621,12,17,21115,2,2491,16,347
3,25891,2,4,5308,3016,8178679,7,6,17505,1,3297,8,319
6,34294,0,1,5334,5234,8185394,7,11,13626,10,1869,2,348
3,18403,1,0,4159,3474,8178708,2,1,18650,2,3288,8,286
8,20181,5,2,3363,4046,8168031,9,17,28149,6,4255,14,364
9,40939,2,14,7395,4024,8179127,21,27,18618,5,1465,4,322
4,42763,0,10,6491,4284,8184672,14,19,14714,4,1105,5,329
4,22558,0,1,5407,3044,8181620,11,11,16746,7,2154,8,334
2,28038,2,8,5194,3572,8176280,11,13,20815,3,2893,11,365
3,30565,0,3,5458,4628,8186690,7,16,12330,1,1809,6,295
14,27146,4,7,5725,3821,8168831,15,26,28360,6,2568,10,344
2,28633,0,2,6283,2990,8182427,5,9,15312,6,2036,6,294
12,25096,1,5,4347,4005,8170035,11,18,26580,7,3543,19,357
7,32150,0,3,5273,4831,8188614,9,16,11578,0,1318,1,290
0,31775,0,2,6912,3595,8188374,6,5,10217,4,1299,4,355
4,33312,5,5,5878,4037,8183271,3,8,13903,1,2520,2,354
3,23887,2,2,4344,5247,8184558,4,10,16077,3,1555,7,313
6,31396,3,4,5906,3342,8178821,11,12,17333,5,3003,11,373
2,30051,0,10,5967,3217,8182924,14,10,14580,6,2305,8,349
4,20385,1,5,4140,3854,8184377,5,8,14163,1,2709,4,326
2,25042,0,4,5338,3342,8186134,6,6,11557,4,2533,6,366
9,35179,2,6,5341,5177,8179272,20,33,18818,7,2313,10,375
1,29592,2,7,5651,3515,8179158,14,6,17901,4,2684,8,341
2,23429,0,4,5824,3750,8187568,4,11,12117,4,1298,2,342
6,29842,0,13,4983,4275,8177528,12,8,20576,8,2492,11,378
0,30807,0,9,6652,2990,8184719,11,6,12836,3,1941,8,309
1,31602,0,5,5218,5011,8193077,5,10,7937,3,936,3,356
1,25888,0,3,5918,3726,8183537,8,16,15535,2,1553,6,362
2,32057,0,8,6283,3570,8184749,5,10,12897,5,2083,6,352
6,35675,0,6,6857,3246,8183513,11,14,14969,7,1372,6,359
6,35213,1,4,5946,4445,8182448,14,22,16034,6,1827,4,369
19,35975,0,5,5373,5324,8175054,17,36,22974,4,2324,15,368
3,27309,0,1,5682,2877,8183513,7,6,14717,3,2091,6,350
10,22654,0,2,5225,3635,8184092,10,7,14932,0,1922,3,377
3,27682,1,4,4908,3443,8179624,13,32,19087,5,2228,10,345
2,26481,1,6,4907,2367,8179711,9,7,16061,2,3702,10,337
4,18639,1,2,4111,4312,8179346,4,14,20236,3,2198,8,361
1,29000,0,3,5645,2341,8181366,6,8,15565,6,2755,10,353
7,24173,3,4,3968,3909,8173201,12,10,24058,4,3416,14,370
1,26133,1,2,5102,3095,8185049,10,5,12276,2,2835,3,379
2,31290,0,2,6104,3555,8185548,6,10,12595,4,1923,7,380
5,28271,0,6,6265,3044,8180143,14,22,18526,6,1572,8,320
5,25167,2,0,5074,3441,8178113,4,10,18226,3,3337,7,381
3,32636,1,3,5968,3665,8182392,6,17,14265,8,2731,6,382
7,28473,2,8,4681,4109,8175050,8,25,21627,2,3357,12,383
8,30831,2,10,5305,4418,8175635,15,12,21020,4,3048,15,387
2,39386,0,8,5931,5072,8187753,10,35,12564,9,922,3,386
4,33826,1,6,5171,4201,8184447,11,16,14422,3,2026,3,384
12,30379,3,1,4611,5630,8172619,8,30,24938,2,2952,8,390
2,21177,0,0,5667,4109,8185818,4,15,13106,6,1754,4,394
1,26092,0,0,5229,3858,8190640,3,8,9235,3,1502,2,395
2,33954,0,8,6492,4607,8190083,10,19,10097,5,715,0,388
2,21783,0,8,4379,4951,8190694,6,7,9751,1,1641,2,389
4,20762,3,0,4526,3355,8175542,6,9,21272,2,3369,10,397
5,28442,5,1,5763,3860,8168346,10,18,27119,9,3405,21,398
